placekey,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,normalized_visits_by_state_scaling,date_range_start,date_range_end,median_dwell,bucketed_dwell_times
zzy-222@62j-sjv-n89,3171.0,2089.0,"[85, 73, 45, 80, 67, 97, 24]","[825,836,850,853,854,882,953,1057,1152,1289,1401,1459,1485,1446,1394,1302,1153,957,735,417,402,647,774,823]",250173541002,"{""250173541002"":92,""250250102034"":61,""250250107021"":55,""090091701001"":31,""250173531012"":26,""250173546003"":25,""250173538002"":18,""250214005001"":12,""250250004023"":11,""230110230012"":11,""250251001007"":10,""250173523001"":9,""330110123002"":8,""250277096003"":8,""230010103002"":7,""330130324001"":7,""230190311003"":7,""250173549001"":6,""250277365004"":6,""250214161014"":6,""250277541003"":6,""250173395003"":6,""250259815011"":5,""360630220004"":5,""250010114004"":5,""250214113023"":5,""250173548001"":5,""330110019002"":5,""250259818001"":5,""250173541004"":4,""250173505002"":4,""250173544002"":4,""061110053041"":4,""250214179022"":4,""250235454002"":4,""250277301003"":4,""250173512043"":4,""330110114011"":4,""230110106004"":4,""090117029003"":4,""090091416004"":4,""250277284003"":4,""250173549003"":4,""230010302002"":4,""250173530004"":4,""250056527004"":4,""230190140001"":4,""250092082001"":4,""250173548002"":4,""250277309021"":4,""250235307001"":4,""250173539003"":4,""250173631043"":4,""250214011001"":4,""230310225001"":4,""090034051001"":4,""250250606001"":4,""250277323022"":4,""250277571002"":4,""530330041005"":4,""390170111203"":4,""250173527002"":4,""250277072001"":4,""250214564012"":4,""250173573002"":4,""550791201011"":4,""250173537003"":4,""330059706002"":4,""250235031013"":4,""250173681021"":4,""250173514032"":4,""170310813004"":4,""330019653002"":4,""490351134063"":4,""250250821001"":4,""250251304041"":4,""250173542003"":4,""250092175002"":4,""518100458011"":4,""250277304012"":4,""250277051001"":4,""250277011005"":4,""250173537005"":4,""250056315002"":4,""330170813001"":4,""230310051002"":4,""250173312001"":4,""250173538003"":4,""250277424012"":4,""250235109001"":4,""250250806011"":4,""250010116001"":4,""250214133001"":4,""250138121041"":4,""250059855001"":4,""330110122003"":4,""330170844002"":4,""250277481002"":4,""230159753004"":4,""250250401002"":4,""250173539001"":4,""250235306001"":4,""250173731004"":4,""240054505012"":4,""250173702021"":4,""250214177014"":4,""250235105012"":4,""330130030013"":4,""250173141022"":4,""420034110002"":4,""360290116001"":4,""330019652002"":4,""230050031004"":4,""330150035001"":4,""250250301002"":4,""250235071042"":4,""250277613003"":4,""250235021012"":4,""540659710001"":4,""250214012001"":4,""250173641012"":4,""330150035002"":4,""250251104034"":4,""250173352004"":4,""250056511002"":4,""230299565003"":4,""250173537004"":4,""330130415002"":4,""340270423021"":4,""250010120014"":4,""330130400002"":4,""250235102004"":4,""250173334005"":4,""250173631021"":4,""250173512034"":4,""250277444002"":4,""330199752003"":4,""330110162015"":4,""230050042003"":4,""250235091022"":4,""250010136001"":4,""250010131003"":4,""250235601002"":4,""250056001001"":4,""250250810014"":4,""230050018001"":4,""230110101004"":4,""330110162011"":4,""250277308013"":4,""330110210001"":4,""250173121001"":4,""330110110003"":4,""250214081024"":4,""250235012011"":4,""440090513041"":4,""330199756001"":4,""230050003002"":4,""370899304023"":4,""250056504001"":4,""360010137061"":4,""230050160005"":4,""230050112013"":4,""330151051003"":4,""250250008022"":4,""250277382012"":4,""330150500002"":4,""250277032001"":4,""090035245013"":4,""250056516002"":4,""250277521004"":4,""230159751005"":4,""230190312001"":4,""330019661004"":4,""250277402003"":4,""360930335002"":4,""250173542002"":4,""250199502001"":4,""250173540001"":4,""250214041001"":4,""250010103062"":4,""250235051022"":4,""250173341001"":4,""250173163005"":4,""230310245001"":4,""250251010016"":4,""250277131002"":4,""250173738002"":4,""250277511011"":4,""250110405011"":4,""250250503001"":4,""250039001002"":4,""330110009014"":4,""250250703001"":4,""330112002002"":4,""230050026001"":4,""250214042021"":4,""420034742022"":4}","{""250173541002"":127,""250250107021"":47,""250250102034"":43,""090091701001"":41,""250173531012"":30,""250173546003"":18,""230110230012"":10,""230050112013"":9,""250251001007"":9,""250173538002"":8,""230310251001"":8,""250250401002"":8,""250277072001"":7,""250277365004"":7,""480519702004"":6,""250173523001"":6,""250214011001"":6,""250277283002"":5,""330130324001"":5,""230190311003"":5,""330150035001"":5,""250259815011"":5,""250056112012"":5,""320030053382"":5,""250214113023"":5,""250250004023"":5,""250173371022"":5,""250277323022"":5,""530670124201"":4,""250173833001"":4,""250173825003"":4,""330130031003"":4,""250173537003"":4,""330110108003"":4,""250173395003"":4,""421257527002"":4,""440070136003"":4,""250250303001"":4,""250092103003"":4,""250259811003"":4,""230039518001"":4,""250277613003"":4,""330039558001"":4,""500279661001"":4,""250173546002"":4,""250173183002"":4,""230259669002"":4,""330110027023"":4,""250251701007"":4,""250259817001"":4,""250235306001"":4,""420550116001"":4,""490351134063"":4,""510594911011"":4,""230099653004"":4,""250277309021"":4,""250173539003"":4,""090034051001"":4,""360010137061"":4,""230010108002"":4,""250250810014"":4,""230159755002"":4,""250277081003"":4,""250173824001"":4,""250092601001"":4,""330099616022"":4,""250173512034"":4,""250173411022"":4,""250173538003"":4,""250199502001"":4,""420034742022"":4,""250277032001"":4,""250039001002"":4,""483396928021"":4,""330019664024"":4,""250010114002"":4,""220330046022"":4,""250056516002"":4,""330170801002"":4,""170318391001"":4,""250277561021"":4,""250173541004"":4,""330151041022"":4,""250092062003"":4,""230299551002"":4,""330110110003"":4,""330110142022"":4,""250010136001"":4,""250251304041"":4,""330019665004"":4,""250092603011"":4,""250173591002"":4,""090035242005"":4,""330199757001"":4,""250173514032"":4,""250277308013"":4,""170310813004"":4,""330019653002"":4,""250214005001"":4,""250173539001"":4,""250277211021"":4,""330150038013"":4,""330170870004"":4,""250173011021"":4,""230050018001"":4,""250092175004"":4,""250173544002"":4,""250214179014"":4,""250250104042"":4,""250277444002"":4,""330019661004"":4,""250235601004"":4,""060730196011"":4,""120950126001"":4,""250092151012"":4,""250173505002"":4,""250235105012"":4,""250173383002"":4,""250214112003"":4,""330110123002"":4,""230239706003"":4,""360290080025"":4,""330130340002"":4,""250277451001"":4,""250173631021"":4,""330079507005"":4,""250277531003"":4,""250277011005"":4,""120570073001"":4,""330170844002"":4,""250277572003"":4,""250235021021"":4,""250277352004"":4,""250173686005"":4,""080690009011"":4,""250251403003"":4,""330170816003"":4,""250235422003"":4,""330059715002"":4,""250173573002"":4,""250173542002"":4,""230010207002"":4,""360610031001"":4,""250277096003"":4,""250010146001"":4,""361031583212"":4,""090091656002"":4}",34981.0,70736.15471039935,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,256.0,"{""<5"":9,""5-10"":71,""11-20"":69,""21-60"":306,""61-120"":449,""121-240"":629,"">240"":1638}"
zzy-222@62j-sjs-435,708.0,441.0,"[82, 95, 0, 76, 31, 17, 7]","[17,17,18,22,21,22,25,28,38,73,108,152,156,156,135,114,124,122,105,74,48,36,21,19]",250173546004,"{""250173549003"":15,""250173549002"":12,""250173571002"":8,""250173546001"":8,""250173546004"":8,""250092101003"":7,""250173583001"":7,""250173546003"":7,""250173564008"":6,""250173571003"":6,""250173543003"":6,""250173530003"":5,""250173154012"":5,""250250106002"":4,""250173575003"":4,""250173704004"":4,""250173547001"":4,""250173573003"":4,""250173566021"":4,""250173549001"":4,""250173543002"":4,""250173702024"":4,""250173573001"":4,""250173702012"":4,""250173372011"":4,""250173567021"":4,""060371393011"":4,""250173372023"":4,""250173531011"":4,""250173593004"":4,""250173585001"":4,""250173539002"":4,""250173631041"":4,""250173542003"":4,""330110010003"":4,""250173581001"":4,""250173704005"":4,""250173231001"":4,""250173543001"":4,""250173561003"":4,""250173564002"":4,""530610518022"":4,""250173392003"":4,""250173561002"":4,""250173704006"":4,""250250805002"":4,""250173571004"":4,""250173703005"":4,""250173567011"":4,""250173681012"":4,""250173565003"":4,""360010142024"":4,""420912022013"":4,""250173689012"":4,""250173529002"":4,""250214563023"":4,""250277097021"":4,""440030214021"":4,""250092604012"":4,""261390231001"":4,""250173690001"":4,""250235252032"":4,""250173545002"":4,""211850307022"":4,""250173563001"":4,""250173401002"":4,""250235021021"":4,""170978645114"":4,""250173540003"":4,""250250005032"":4,""410510005011"":4,""250173548001"":4,""250173524002"":4,""250173702011"":4,""250173507004"":4,""250173702023"":4,""250173162022"":4,""250173631043"":4,""250173577003"":4,""250173510002"":4,""250173574003"":4,""250173702013"":4,""250250103002"":4,""250173101001"":4}","{""250173549002"":14,""250173549003"":11,""250173546001"":7,""250173546003"":7,""250214033003"":7,""250173546004"":6,""250173543003"":6,""250173539002"":6,""250173578003"":6,""250173573003"":6,""250173571003"":6,""250173393003"":5,""250173542003"":5,""250173571002"":5,""250173561002"":5,""250277391005"":5,""250173101001"":4,""250173103002"":4,""250173333003"":4,""250173543001"":4,""250173564003"":4,""250173564008"":4,""250250006013"":4,""250173563001"":4,""250173735001"":4,""250173689011"":4,""250173561003"":4,""250173702012"":4,""250173575002"":4,""250173585001"":4,""250173583001"":4,""250173172032"":4,""250173534002"":4,""250173537002"":4,""484530018411"":4,""360595177012"":4,""250173548001"":4,""250173324002"":4,""250173591001"":4,""360010142024"":4,""250250810011"":4,""250173509003"":4,""250173507004"":4,""250173702023"":4,""250173575001"":4,""250173418001"":4,""250173566021"":4,""250056531022"":4,""250173531022"":4,""250173504001"":4,""250173574002"":4,""250173573001"":4,""250092504002"":4,""250173527002"":4,""250173564002"":4,""250214191001"":4,""250173689012"":4,""250250106002"":4,""250173550002"":4,""250158204001"":4,""250173550001"":4,""250173540003"":4,""360470428003"":4,""250173535002"":4,""250173735004"":4,""481130141031"":4,""250092531004"":4,""250235021021"":4,""250173524002"":4,""250173505002"":4,""250173704004"":4,""250173544001"":4,""250173545002"":4,""250277614003"":4,""250173335013"":4,""250173571004"":4,""250173578004"":4,""250173542002"":4,""250173505001"":4,""250173391004"":4,""250214202023"":4,""250173506001"":4,""410510005011"":4,""250173530003"":4,""250173547001"":4,""250173514041"":4,""250173384001"":4,""250173691001"":4,""250173574003"":4,""250173540001"":4,""250214180031"":4}",4087.0,15793.502849247157,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,26.0,"{""<5"":5,""5-10"":121,""11-20"":126,""21-60"":282,""61-120"":74,""121-240"":36,"">240"":64}"
zzw-223@62j-sk2-vcq,73.0,54.0,"[11, 9, 6, 12, 16, 13, 6]","[5,4,4,4,4,5,9,12,16,16,16,23,23,18,7,10,8,11,12,6,3,7,8,5]",250173545001,"{""250251011011"":5,""250173567016"":4,""250250002024"":4,""250173536005"":4,""250251203014"":4,""250173567012"":4,""250173533001"":4,""250173601001"":4,""360470511001"":4,""150030080011"":4}","{""250173412001"":6,""250092523002"":5,""250173736002"":4,""250173536005"":4,""250173521012"":4,""250173601001"":4,""250173398022"":4,""250214004001"":4,""360610133003"":4,""511076118063"":4,""360470511001"":4,""360810865001"":4,""250173593005"":4}",7453.0,1628.4261412359356,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,39.0,"{""<5"":3,""5-10"":18,""11-20"":9,""21-60"":15,""61-120"":9,""121-240"":5,"">240"":14}"
224-222@62j-sjz-9j9,59.0,22.0,"[9, 9, 14, 15, 6, 1, 5]","[2,2,1,1,1,1,2,3,5,8,8,8,9,6,4,4,2,3,16,16,12,3,3,5]",250173505002,"{""250173418006"":8,""250092053001"":4,""250173567027"":4,""250173506001"":4,""330150520003"":4}","{""250173550003"":4,""250173506001"":4,""250173701025"":4}",7447.0,1316.1252374372632,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,38.0,"{""<5"":0,""5-10"":12,""11-20"":9,""21-60"":15,""61-120"":16,""121-240"":3,"">240"":4}"
228-222@62j-sj2-y7q,47.0,30.0,"[4, 4, 8, 9, 8, 6, 8]","[0,1,0,0,0,0,1,4,4,1,5,4,8,7,8,5,2,8,4,3,1,1,1,0]",250173515001,"{""250173532003"":5,""250173151001"":4,""250250003011"":4,""330110190002"":4,""250173507001"":4,""250277574002"":4,""250214212002"":4}","{""250092664003"":4,""250173531021"":4,""250250711011"":4,""250173532003"":4,""250173501042"":4,""250092532041"":4}",6931.0,1048.4387484669724,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,18.0,"{""<5"":1,""5-10"":15,""11-20"":13,""21-60"":14,""61-120"":3,""121-240"":1,"">240"":0}"
229-224@62j-sj2-fcq,1.0,1.0,"[0, 0, 0, 0, 0, 0, 1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0]",250173531012,{},"{""250250916001"":4}",,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,156.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}"
224-222@62j-sj2-syv,110.0,37.0,"[21, 15, 24, 19, 18, 6, 7]","[6,7,7,7,13,17,13,9,42,50,52,52,46,52,44,40,37,30,18,17,7,8,6,7]",250173530004,"{""250173549002"":4,""250214051002"":4,""250173531012"":4,""250173530004"":4,""250173335021"":4,""250173536003"":4}","{""250173528002"":6,""250092505003"":5,""250173530004"":4,""250173419026"":4,""250010103041"":4,""230310360021"":4,""250173689021"":4,""250277131003"":4,""250173425003"":4}",11447.0,2453.792815561,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,89.0,"{""<5"":0,""5-10"":14,""11-20"":5,""21-60"":23,""61-120"":17,""121-240"":7,"">240"":44}"
275-222@62j-sk3-4sq,118.0,77.0,"[8, 12, 11, 16, 22, 31, 18]","[6,3,3,4,4,5,6,6,9,14,12,13,19,17,13,16,21,23,21,17,12,12,11,9]",250173510003,"{""250173424001"":6,""360850097003"":4,""250010145002"":4,""131210096032"":4,""250173536004"":4,""250251604001"":4,""250173534002"":4,""250010144021"":4,""420454104002"":4,""250173591004"":4,""250092053003"":4}","{""250173414004"":5,""420454104002"":4,""250092053003"":4,""250173534002"":4,""250173681013"":4,""250173395002"":4,""250173545003"":4,""250092532032"":4,""250173424001"":4,""250173703005"":4,""330130321001"":4,""250010145002"":4,""330110111021"":4,""250010132002"":4,""250173536005"":4,""250250805002"":4,""250250007011"":4}",12495.0,2632.2504748745264,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,21.0,"{""<5"":6,""5-10"":39,""11-20"":13,""21-60"":22,""61-120"":16,""121-240"":10,"">240"":12}"
zzw-222@62j-sk3-mtv,55.0,36.0,"[9, 4, 10, 11, 9, 10, 2]","[1,0,0,0,0,0,3,5,10,8,9,10,13,15,15,16,13,9,8,5,1,2,5,2]",250173504004,"{""250092521021"":7,""250173215002"":4,""250092103001"":4,""250173825002"":4,""250250002011"":4,""484910203013"":4}","{""250173302004"":4,""250173397004"":4,""250092526013"":4,""250277097022"":4,""250173521012"":4,""250092521023"":4,""484910203013"":4,""250173825002"":4}",10059.0,1226.8964077804997,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,23.0,"{""<5"":0,""5-10"":15,""11-20"":9,""21-60"":12,""61-120"":5,""121-240"":4,"">240"":10}"
224-222@62j-sjz-6hq,107.0,45.0,"[14, 17, 11, 12, 23, 14, 16]","[3,3,4,4,4,4,6,8,15,17,12,11,12,15,14,21,26,23,19,22,16,16,5,4]",250173509003,"{""250173501042"":8,""250173584003"":5,""250235261004"":4,""250235021021"":4,""250173641024"":4,""250173301004"":4,""250173507005"":4,""250092084002"":4,""250173571002"":4}","{""250173383002"":5,""250173502001"":4,""250092526013"":4,""250173509003"":4}",8252.0,2386.8711933184263,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,21.0,"{""<5"":1,""5-10"":42,""11-20"":9,""21-60"":14,""61-120"":14,""121-240"":13,"">240"":14}"
zzw-223@62j-sj2-kzz,22.0,13.0,"[2, 3, 6, 4, 4, 2, 1]","[4,4,3,3,3,3,6,7,5,2,5,9,7,6,6,3,3,3,3,3,2,3,3,3]",250173529002,"{""250173529002"":4,""250173531012"":4,""250173335021"":4,""250056139011"":4,""250173546001"":4,""250173401002"":4}","{""250173529002"":4}",5391.0,490.75856311219985,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,56.5,"{""<5"":0,""5-10"":6,""11-20"":2,""21-60"":3,""61-120"":2,""121-240"":5,"">240"":4}"
zzw-222@62j-sjv-7yv,615.0,435.0,"[61, 46, 59, 69, 6, 35, 39]","[21,15,15,28,23,16,17,33,69,108,130,126,128,130,110,100,52,22,16,12,10,11,24,28]",250173537004,"{""250173537003"":32,""250173540002"":16,""250173539001"":12,""250173539003"":11,""250173549003"":9,""250173537005"":8,""180632104005"":5,""051430107012"":5,""250235431001"":5,""360610065001"":5,""120860082052"":5,""250250701012"":4,""250214044005"":4,""390351861051"":4,""250235001041"":4,""250214005002"":4,""484910203201"":4,""410170013002"":4,""500070027013"":4,""250173537004"":4,""060730080061"":4,""170438453002"":4,""483610214001"":4,""330110122005"":4,""170315206001"":4,""210670024002"":4,""250056133002"":4,""250173536005"":4,""250173744004"":4,""340350538034"":4,""120210109021"":4,""120860078062"":4,""261635612002"":4,""250173528002"":4,""090010505004"":4,""250250702003"":4,""270030502361"":4,""250250102032"":4,""180559547011"":4,""250092121004"":4,""090093614021"":4,""250173567026"":4,""391130034031"":4,""240037405003"":4,""250173540001"":4,""171194035314"":4,""250092033021"":4,""250173421022"":4,""250173123002"":4,""250173736001"":4,""500019608002"":4,""120110601191"":4,""240317044044"":4,""060971541004"":4,""482014121001"":4,""361190047001"":4,""090010505003"":4,""250173541004"":4,""010970037041"":4,""080310004021"":4,""250173538002"":4,""250214177014"":4,""250250008022"":4,""250173564002"":4,""261614005002"":4,""250173506001"":4,""271390803011"":4,""060730003001"":4,""120111103205"":4}","{""250173537003"":33,""250173540002"":13,""060376210041"":11,""250173539001"":11,""250173549003"":10,""250173539003"":9,""250173537005"":8,""360610047002"":6,""360595180005"":5,""450790103051"":5,""250173521012"":5,""170310622001"":5,""250173565003"":4,""250173531021"":4,""480850316572"":4,""390351405002"":4,""261614005002"":4,""250250001002"":4,""060971541004"":4,""250250108021"":4,""390351861051"":4,""250214005002"":4,""170898520033"":4,""250173123002"":4,""360810865001"":4,""500019608002"":4,""080310004021"":4,""250250106002"":4,""250173423003"":4,""250173739001"":4,""250173547001"":4,""250173421012"":4,""060710001162"":4,""361190047001"":4,""450190001002"":4,""340030322011"":4,""482011000002"":4,""330150625001"":4,""181410112021"":4,""250173539002"":4,""120860079023"":4,""250250001001"":4,""120860078062"":4,""060730170291"":4,""260810124003"":4,""360610134003"":4,""250250806011"":4,""120860097042"":4,""360610124007"":4,""250277351003"":4,""060374612001"":4,""120210109042"":4,""250235001041"":4,""440070036021"":4,""250173564002"":4,""361190125023"":4,""371190058383"":4,""240317044044"":4,""250173540001"":4,""170315206001"":4,""121030239002"":4,""250250101042"":4,""040190044261"":4,""121030244033"":4,""391535331012"":4,""110010059001"":4,""250173311022"":4,""060371892021"":4,""250158206001"":4,""484391139081"":4,""110010002011"":4,""481130134002"":4,""060371415001"":4,""391130101001"":4,""120990071001"":4,""340210033023"":4,""360470554001"":4,""250173536005"":4,""250250811003"":4,""250173537004"":4,""410510005011"":4,""420950159021"":4,""250092052005"":4}",69135.0,13718.932559727406,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,29.0,"{""<5"":4,""5-10"":80,""11-20"":126,""21-60"":260,""61-120"":89,""121-240"":33,"">240"":23}"
