Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
12598,06:59:56,true,200,50000.0,2.2222222222222223,60,car47,gasstation[0],06:34:10,06:59:56,25.766666666666666,14.198011025676344,100.0,85.80198897432365
13142,07:18:04,true,200,50000.0,2.2222222222222223,60,car43,gasstation[0],06:52:20,07:18:04,25.733333333333334,14.315684161252682,100.0,85.68431583874731
18114,10:03:48,true,200,50000.0,2.2222222222222223,60,car15,gasstation[5],09:37:54,10:03:48,25.9,13.777254431342827,100.0,86.22274556865717
18118,10:03:56,true,200,50000.0,2.2222222222222223,60,car29,gasstation[5],09:38:10,10:03:56,25.766666666666666,14.188761851947811,100.0,85.8112381480522
18151,10:05:02,true,200,50000.0,2.2222222222222223,60,car34,gasstation[6],09:39:14,10:05:02,25.8,14.051619895430289,100.0,85.94838010456971
19032,10:34:24,true,200,50000.0,2.2222222222222223,60,car37,gasstation[5],10:08:40,10:34:24,25.733333333333334,14.236360768042061,100.0,85.76363923195794
19487,10:49:34,true,200,50000.0,2.2222222222222223,60,car58,gasstation[6],10:23:56,10:49:34,25.633333333333333,14.582663208302026,100.0,85.41733679169798
21755,12:05:10,true,200,50000.0,2.2222222222222223,60,car27,gasstation[6],11:39:34,12:05:10,25.6,14.724064310703493,100.0,85.2759356892965
21931,12:11:02,true,200,50000.0,2.2222222222222223,60,car7,gasstation[6],11:45:08,12:11:02,25.9,13.757909534619872,100.0,86.24209046538013
22584,12:32:48,true,200,50000.0,2.2222222222222223,60,car23,gasstation[0],12:07:06,12:32:48,25.7,14.413678834547127,100.0,85.58632116545286
22976,12:45:52,true,200,50000.0,2.2222222222222223,60,car55,gasstation[0],12:19:44,12:45:52,26.133333333333333,12.965696168675997,100.0,87.03430383132401
25318,14:03:56,true,200,50000.0,2.2222222222222223,60,car5,gasstation[6],13:38:14,14:03:56,25.7,14.423077084795654,100.0,85.57692291520435
27197,15:06:34,true,200,50000.0,2.2222222222222223,60,car2,gasstation[0],14:40:48,15:06:34,25.766666666666666,14.197910229646471,100.0,85.80208977035353
27277,15:09:14,true,200,50000.0,2.2222222222222223,60,car20,gasstation[6],14:43:30,15:09:14,25.733333333333334,14.284955175230296,100.0,85.7150448247697
27526,15:17:32,true,200,50000.0,2.2222222222222223,60,car51,gasstation[6],14:51:46,15:17:32,25.766666666666666,14.160704369816399,100.0,85.8392956301836
27609,15:20:18,true,200,50000.0,2.2222222222222223,60,car14,gasstation[5],14:54:38,15:20:18,25.666666666666668,14.52395131089525,100.0,85.47604868910474
27690,15:23:00,true,200,50000.0,2.2222222222222223,60,car22,gasstation[6],14:57:16,15:23:00,25.733333333333334,14.285750679493573,100.0,85.71424932050643
27900,15:30:00,true,200,50000.0,2.2222222222222223,60,car52,gasstation[5],15:04:06,15:30:00,25.9,13.719259425291119,100.0,86.28074057470889
27950,15:31:40,true,200,50000.0,2.2222222222222223,60,car54,gasstation[6],15:05:38,15:31:40,26.033333333333335,13.276245935202983,100.0,86.72375406479703
29679,16:29:18,true,200,50000.0,2.2222222222222223,60,car50,gasstation[5],16:03:40,16:29:18,25.633333333333333,14.593290950365349,100.0,85.40670904963464
30389,16:52:58,true,200,50000.0,2.2222222222222223,60,car44,gasstation[2],16:27:26,16:52:58,25.533333333333335,14.90382798160494,100.0,85.09617201839505
30442,16:54:44,true,200,50000.0,2.2222222222222223,60,car13,gasstation[0],16:29:06,16:54:44,25.633333333333333,14.581106088853115,100.0,85.41889391114688
31517,17:30:34,true,200,50000.0,2.2222222222222223,60,car8,gasstation[6],17:05:00,17:30:34,25.566666666666666,14.873692865361596,100.0,85.1263071346384
31887,17:42:54,true,200,50000.0,2.2222222222222223,60,car6,gasstation[5],17:17:14,17:42:54,25.666666666666668,14.445844180406603,100.0,85.5541558195934
33851,18:48:22,true,200,50000.0,2.2222222222222223,60,car35,gasstation[6],18:22:46,18:48:22,25.6,14.752640791129283,100.0,85.24735920887072
33939,18:51:18,true,200,50000.0,2.2222222222222223,60,car1,gasstation[6],18:25:34,18:51:18,25.733333333333334,14.2835576323838,100.0,85.71644236761621
36015,20:00:30,true,200,50000.0,2.2222222222222223,60,car53,gasstation[5],19:34:54,20:00:30,25.6,14.695306842935663,100.0,85.30469315706432
36320,20:10:40,true,200,50000.0,2.2222222222222223,60,car3,gasstation[0],19:44:44,20:10:40,25.933333333333334,13.60750256834332,100.0,86.3924974316567
36369,20:12:18,true,200,50000.0,2.2222222222222223,60,car32,gasstation[5],19:46:42,20:12:18,25.6,14.688148727424766,100.0,85.31185127257524
37956,21:05:12,true,200,50000.0,2.2222222222222223,60,car41,gasstation[5],20:39:34,21:05:12,25.633333333333333,14.609684775918904,100.0,85.39031522408109
38152,21:11:44,true,200,50000.0,2.2222222222222223,60,car36,gasstation[5],20:46:06,21:11:44,25.633333333333333,14.65274549793015,100.0,85.34725450206986
39022,21:40:44,true,200,50000.0,2.2222222222222223,60,car30,gasstation[6],21:14:58,21:40:44,25.766666666666666,14.201140793368452,100.0,85.79885920663155
