Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
12933,07:11:06,true,200,50000.0,2.2222222222222223,40,car12,gasstation[5],06:45:30,07:11:06,25.6,14.766585882606769,100.0,85.23341411739324
14800,08:13:20,true,200,50000.0,2.2222222222222223,40,car23,gasstation[3],07:47:40,08:13:20,25.666666666666668,14.477457362983243,100.0,85.52254263701676
14974,08:19:08,true,200,50000.0,2.2222222222222223,40,car19,gasstation[6],07:53:18,08:19:08,25.833333333333332,13.985841671605028,100.0,86.01415832839497
16615,09:13:50,true,200,50000.0,2.2222222222222223,40,car38,gasstation[5],08:48:06,09:13:50,25.733333333333334,14.31194177615612,100.0,85.68805822384388
16746,09:18:12,true,200,50000.0,2.2222222222222223,40,car29,gasstation[6],08:52:34,09:18:12,25.633333333333333,14.599313156952205,100.0,85.40068684304781
18960,10:32:00,true,200,50000.0,2.2222222222222223,40,car1,gasstation[4],10:06:06,10:32:00,25.9,13.685295693188618,100.0,86.31470430681138
20574,11:25:48,true,200,50000.0,2.2222222222222223,40,car13,gasstation[6],10:59:54,11:25:48,25.9,13.719677821811807,100.0,86.2803221781882
21487,11:56:14,true,200,50000.0,2.2222222222222223,40,car32,gasstation[5],11:30:22,11:56:14,25.866666666666667,13.826922767732075,100.0,86.17307723226793
22621,12:34:02,true,200,50000.0,2.2222222222222223,40,car11,gasstation[6],12:08:02,12:34:02,26.0,13.419007146710463,100.0,86.58099285328954
22840,12:41:20,true,200,50000.0,2.2222222222222223,40,car27,gasstation[5],12:15:30,12:41:20,25.833333333333332,13.905390292999694,100.0,86.0946097070003
23190,12:53:00,true,200,50000.0,2.2222222222222223,40,car37,gasstation[6],12:27:16,12:53:00,25.733333333333334,14.239220610170712,100.0,85.7607793898293
24072,13:22:24,true,200,50000.0,2.2222222222222223,40,car17,gasstation[1],12:56:36,13:22:24,25.8,14.076812678892663,100.0,85.92318732110733
24424,13:34:08,true,200,50000.0,2.2222222222222223,40,car9,gasstation[5],13:08:20,13:34:08,25.8,14.096624546012974,100.0,85.90337545398702
24704,13:43:28,true,200,50000.0,2.2222222222222223,40,car14,gasstation[5],13:17:48,13:43:28,25.666666666666668,14.447962923823873,100.0,85.55203707617612
25527,14:10:54,true,200,50000.0,2.2222222222222223,40,car7,gasstation[6],13:45:04,14:10:54,25.833333333333332,13.96019990408195,100.0,86.03980009591805
26763,14:52:06,true,200,50000.0,2.2222222222222223,40,car35,gasstation[6],14:26:14,14:52:06,25.866666666666667,13.791797833681047,100.0,86.20820216631896
26969,14:58:58,true,200,50000.0,2.2222222222222223,40,car36,gasstation[5],14:33:24,14:58:58,25.566666666666666,14.784688721633705,100.0,85.2153112783663
27610,15:20:20,true,200,50000.0,2.2222222222222223,40,car5,gasstation[6],14:54:42,15:20:20,25.633333333333333,14.56132679754363,100.0,85.43867320245637
27927,15:30:54,true,200,50000.0,2.2222222222222223,40,car2,gasstation[6],15:04:54,15:30:54,26.0,13.383593081091979,100.0,86.61640691890803
28303,15:43:26,true,200,50000.0,2.2222222222222223,40,car16,gasstation[6],15:17:22,15:43:26,26.066666666666666,13.184365367634554,100.0,86.81563463236544
29538,16:24:36,true,200,50000.0,2.2222222222222223,40,car39,gasstation[5],15:58:40,16:24:36,25.933333333333334,13.55939521863423,100.0,86.44060478136578
29777,16:32:34,true,200,50000.0,2.2222222222222223,40,car31,gasstation[4],16:06:38,16:32:34,25.933333333333334,13.63121755043567,100.0,86.36878244956434
29792,16:33:04,true,200,50000.0,2.2222222222222223,40,car28,gasstation[3],16:07:26,16:33:04,25.633333333333333,14.656040344851517,100.0,85.34395965514847
29813,16:33:46,true,200,50000.0,2.2222222222222223,40,car18,gasstation[2],16:08:04,16:33:46,25.7,14.429068672552836,100.0,85.57093132744717
29863,16:35:26,true,200,50000.0,2.2222222222222223,40,car8,gasstation[6],16:09:34,16:35:26,25.866666666666667,13.83778707421233,100.0,86.16221292578766
29895,16:36:30,true,200,50000.0,2.2222222222222223,40,car24,gasstation[5],16:10:48,16:36:30,25.7,14.385329881263642,100.0,85.61467011873636
30083,16:42:46,true,200,50000.0,2.2222222222222223,40,car34,gasstation[0],16:17:04,16:42:46,25.7,14.383032482863984,100.0,85.616967517136
30815,17:07:10,true,200,50000.0,2.2222222222222223,40,car3,gasstation[5],16:41:18,17:07:10,25.866666666666667,13.830376436537925,100.0,86.16962356346207
31163,17:18:46,true,200,50000.0,2.2222222222222223,40,car22,gasstation[5],16:52:40,17:18:46,26.1,13.105333285953588,100.0,86.89466671404641
31478,17:29:16,true,200,50000.0,2.2222222222222223,40,car30,gasstation[6],17:02:58,17:29:16,26.3,12.398261151646341,100.0,87.60173884835366
32147,17:51:34,true,200,50000.0,2.2222222222222223,40,car25,gasstation[6],17:25:36,17:51:34,25.966666666666665,13.46197009511777,100.0,86.53802990488224
32333,17:57:46,true,200,50000.0,2.2222222222222223,40,car4,gasstation[6],17:32:02,17:57:46,25.733333333333334,14.23193416746304,100.0,85.76806583253696
32378,17:59:16,true,200,50000.0,2.2222222222222223,40,car33,gasstation[6],17:33:34,17:59:16,25.7,14.437391036127343,100.0,85.56260896387265
32443,18:01:26,true,200,50000.0,2.2222222222222223,40,car15,gasstation[6],17:35:36,18:01:26,25.833333333333332,13.935623956931972,100.0,86.06437604306804
32514,18:03:48,true,200,50000.0,2.2222222222222223,40,car20,gasstation[6],17:37:58,18:03:48,25.833333333333332,13.996575135855993,100.0,86.00342486414401
33061,18:22:02,true,200,50000.0,2.2222222222222223,40,car10,gasstation[0],17:56:22,18:22:02,25.666666666666668,14.47659596168109,100.0,85.5234040383189
33198,18:26:36,true,200,50000.0,2.2222222222222223,40,car0,gasstation[6],18:00:50,18:26:36,25.766666666666666,14.137366665638393,100.0,85.8626333343616
33286,18:29:32,true,200,50000.0,2.2222222222222223,40,car26,gasstation[3],18:03:48,18:29:32,25.733333333333334,14.290949573675585,100.0,85.70905042632442
33669,18:42:18,true,200,50000.0,2.2222222222222223,40,car21,gasstation[4],18:16:40,18:42:18,25.633333333333333,14.576544618298689,100.0,85.4234553817013
36451,20:15:02,true,200,50000.0,2.2222222222222223,40,car6,gasstation[5],19:49:16,20:15:02,25.766666666666666,14.206899930411787,100.0,85.7931000695882
37087,20:36:14,true,200,50000.0,2.2222222222222223,40,car12,gasstation[1],20:10:06,20:36:14,26.133333333333333,12.93318785535948,100.0,87.06681214464052
37191,20:39:42,true,200,50000.0,2.2222222222222223,40,car19,gasstation[6],20:13:40,20:39:42,26.033333333333335,13.257265855571307,100.0,86.7427341444287
37226,20:40:52,true,200,50000.0,2.2222222222222223,40,car23,gasstation[5],20:15:12,20:40:52,25.666666666666668,14.45766817875455,100.0,85.54233182124544
38519,21:23:58,true,200,50000.0,2.2222222222222223,40,car38,gasstation[5],20:57:52,21:23:58,26.1,13.076409412206727,100.0,86.92359058779327
