Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
15536,08:37:52,true,200,50000.0,2.2222222222222223,35,car18,gasstation[6],08:12:04,08:37:52,25.8,14.104449427096261,100.0,85.89555057290373
16436,09:07:52,true,200,50000.0,2.2222222222222223,35,car0,gasstation[1],08:41:56,09:07:52,25.933333333333334,13.647656807663179,100.0,86.35234319233682
17880,09:56:00,true,200,50000.0,2.2222222222222223,35,car13,gasstation[6],09:30:20,09:56:00,25.666666666666668,14.483409737431707,100.0,85.51659026256829
18112,10:03:44,true,200,50000.0,2.2222222222222223,35,car31,gasstation[5],09:37:54,10:03:44,25.833333333333332,13.923763939307296,100.0,86.07623606069271
18127,10:04:14,true,200,50000.0,2.2222222222222223,35,car10,gasstation[6],09:38:36,10:04:14,25.633333333333333,14.658305102868052,100.0,85.34169489713194
18763,10:25:26,true,200,50000.0,2.2222222222222223,35,car24,gasstation[5],09:59:48,10:25:26,25.633333333333333,14.566144369138156,100.0,85.43385563086184
19053,10:35:06,true,200,50000.0,2.2222222222222223,35,car23,gasstation[5],10:09:30,10:35:06,25.6,14.667486033323682,100.0,85.33251396667632
19542,10:51:24,true,200,50000.0,2.2222222222222223,35,car17,gasstation[5],10:25:38,10:51:24,25.766666666666666,14.120065495071591,100.0,85.87993450492841
20261,11:15:22,true,200,50000.0,2.2222222222222223,35,car25,gasstation[2],10:49:46,11:15:22,25.6,14.688705778548233,100.0,85.31129422145177
21878,12:09:16,true,200,50000.0,2.2222222222222223,35,car32,gasstation[6],11:43:12,12:09:16,26.066666666666666,13.124125705818768,100.0,86.87587429418123
21882,12:09:24,true,200,50000.0,2.2222222222222223,35,car30,gasstation[6],11:43:34,12:09:24,25.833333333333332,13.900276328797027,100.0,86.09972367120297
22307,12:23:34,true,200,50000.0,2.2222222222222223,35,car8,gasstation[5],11:57:40,12:23:34,25.9,13.748591559572862,100.0,86.25140844042714
22535,12:31:10,true,200,50000.0,2.2222222222222223,35,car20,gasstation[6],12:05:14,12:31:10,25.933333333333334,13.663263438857093,100.0,86.33673656114291
23204,12:53:28,true,200,50000.0,2.2222222222222223,35,car9,gasstation[6],12:27:46,12:53:28,25.7,14.39912178646186,100.0,85.60087821353815
23450,13:01:40,true,200,50000.0,2.2222222222222223,35,car7,gasstation[3],12:36:02,13:01:40,25.633333333333333,14.613479431166057,100.0,85.38652056883394
24522,13:37:24,true,200,50000.0,2.2222222222222223,35,car28,gasstation[5],13:11:48,13:37:24,25.6,14.698584015373067,100.0,85.30141598462694
26070,14:29:00,true,200,50000.0,2.2222222222222223,35,car15,gasstation[5],14:03:20,14:29:00,25.666666666666668,14.483360548757574,100.0,85.51663945124244
26535,14:44:30,true,200,50000.0,2.2222222222222223,35,car27,gasstation[3],14:18:30,14:44:30,26.0,13.395060254535608,100.0,86.60493974546438
27906,15:30:12,true,200,50000.0,2.2222222222222223,35,car33,gasstation[5],15:04:36,15:30:12,25.6,14.69821140053299,100.0,85.30178859946702
28017,15:33:54,true,200,50000.0,2.2222222222222223,35,car11,gasstation[4],15:08:10,15:33:54,25.733333333333334,14.268353553195931,100.0,85.73164644680405
28101,15:36:42,true,200,50000.0,2.2222222222222223,35,car14,gasstation[5],15:10:52,15:36:42,25.833333333333332,13.913155587405459,100.0,86.08684441259456
28718,15:57:16,true,200,50000.0,2.2222222222222223,35,car29,gasstation[6],15:31:32,15:57:16,25.733333333333334,14.27648475644992,100.0,85.72351524355007
29069,16:08:58,true,200,50000.0,2.2222222222222223,35,car6,gasstation[6],15:43:14,16:08:58,25.733333333333334,14.315159226141768,100.0,85.68484077385824
29741,16:31:22,true,200,50000.0,2.2222222222222223,35,car5,gasstation[2],16:05:30,16:31:22,25.866666666666667,13.841457789295742,100.0,86.15854221070424
30477,16:55:54,true,200,50000.0,2.2222222222222223,35,car1,gasstation[6],16:30:10,16:55:54,25.733333333333334,14.299059899320163,100.0,85.70094010067983
30754,17:05:08,true,200,50000.0,2.2222222222222223,35,car12,gasstation[5],16:39:32,17:05:08,25.6,14.708053652021832,100.0,85.29194634797817
31654,17:35:08,true,200,50000.0,2.2222222222222223,35,car4,gasstation[0],17:09:12,17:35:08,25.933333333333334,13.652019536046584,100.0,86.3479804639534
31851,17:41:42,true,200,50000.0,2.2222222222222223,35,car16,gasstation[6],17:15:34,17:41:42,26.133333333333333,12.948720415777334,100.0,87.05127958422267
32724,18:10:48,true,200,50000.0,2.2222222222222223,35,car3,gasstation[0],17:44:58,18:10:48,25.833333333333332,13.957146278175877,100.0,86.04285372182412
33090,18:23:00,true,200,50000.0,2.2222222222222223,35,car34,gasstation[6],17:57:04,18:23:00,25.933333333333334,13.59800677664444,100.0,86.40199322335556
33456,18:35:12,true,200,50000.0,2.2222222222222223,35,car22,gasstation[5],18:09:00,18:35:12,26.2,12.765206232354426,100.0,87.23479376764558
33980,18:52:40,true,200,50000.0,2.2222222222222223,35,car26,gasstation[5],18:27:04,18:52:40,25.6,14.727265331950687,100.0,85.27273466804932
