Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
15781,08:46:02,true,200,50000.0,2.2222222222222223,70,car18,gasstation[6],08:20:22,08:46:02,25.666666666666668,14.460430600377153,100.0,85.53956939962285
16332,09:04:24,true,200,50000.0,2.2222222222222223,70,car30,gasstation[6],08:38:44,09:04:24,25.666666666666668,14.465270868144325,100.0,85.53472913185568
18631,10:21:02,true,200,50000.0,2.2222222222222223,70,car68,gasstation[5],09:55:00,10:21:02,26.033333333333335,13.3185827097927,100.0,86.68141729020729
18712,10:23:44,true,200,50000.0,2.2222222222222223,70,car50,gasstation[5],09:58:06,10:23:44,25.633333333333333,14.60362049368647,100.0,85.39637950631352
19581,10:52:42,true,200,50000.0,2.2222222222222223,70,car28,gasstation[5],10:26:46,10:52:42,25.933333333333334,13.57353210107959,100.0,86.42646789892041
22267,12:22:14,true,200,50000.0,2.2222222222222223,70,car26,gasstation[3],11:56:28,12:22:14,25.766666666666666,14.20446154498937,100.0,85.79553845501063
22383,12:26:06,true,200,50000.0,2.2222222222222223,70,car55,gasstation[5],12:00:26,12:26:06,25.666666666666668,14.492199949297193,100.0,85.50780005070283
22623,12:34:06,true,200,50000.0,2.2222222222222223,70,car53,gasstation[0],12:08:16,12:34:06,25.833333333333332,13.936520621332235,100.0,86.06347937866778
22733,12:37:46,true,200,50000.0,2.2222222222222223,70,car45,gasstation[6],12:12:12,12:37:46,25.566666666666666,14.779173054699127,100.0,85.22082694530087
22814,12:40:28,true,200,50000.0,2.2222222222222223,70,car15,gasstation[5],12:14:34,12:40:28,25.9,13.733620663142176,100.0,86.26637933685782
23330,12:57:40,true,200,50000.0,2.2222222222222223,70,car59,gasstation[6],12:32:02,12:57:40,25.633333333333333,14.65669437915061,100.0,85.34330562084939
23945,13:18:10,true,200,50000.0,2.2222222222222223,70,car16,gasstation[6],12:52:32,13:18:10,25.633333333333333,14.641249900287926,100.0,85.35875009971207
25065,13:55:30,true,200,50000.0,2.2222222222222223,70,car39,gasstation[5],13:29:46,13:55:30,25.733333333333334,14.234010242337803,100.0,85.7659897576622
25145,13:58:10,true,200,50000.0,2.2222222222222223,70,car48,gasstation[6],13:32:28,13:58:10,25.7,14.402891236672522,100.0,85.59710876332747
25403,14:06:46,true,200,50000.0,2.2222222222222223,70,car37,gasstation[6],13:41:00,14:06:46,25.766666666666666,14.12331555567716,100.0,85.87668444432283
26037,14:27:54,true,200,50000.0,2.2222222222222223,70,car52,gasstation[5],14:02:18,14:27:54,25.6,14.707709481159014,100.0,85.29229051884099
26066,14:28:52,true,200,50000.0,2.2222222222222223,70,car11,gasstation[6],14:03:10,14:28:52,25.7,14.35157019483642,100.0,85.64842980516359
26364,14:38:48,true,200,50000.0,2.2222222222222223,70,car12,gasstation[6],14:13:10,14:38:48,25.633333333333333,14.59963079874578,100.0,85.40036920125421
27339,15:11:18,true,200,50000.0,2.2222222222222223,70,car9,gasstation[6],14:45:30,15:11:18,25.8,14.102088098621202,100.0,85.8979119013788
27352,15:11:44,true,200,50000.0,2.2222222222222223,70,car61,gasstation[5],14:46:04,15:11:44,25.666666666666668,14.486453637504901,100.0,85.51354636249509
28248,15:41:36,true,200,50000.0,2.2222222222222223,70,car36,gasstation[5],15:16:02,15:41:36,25.566666666666666,14.799963744587833,100.0,85.20003625541217
28582,15:52:44,true,200,50000.0,2.2222222222222223,70,car5,gasstation[6],15:26:56,15:52:44,25.8,14.099157168387464,100.0,85.90084283161252
28590,15:53:00,true,200,50000.0,2.2222222222222223,70,car29,gasstation[0],15:27:20,15:53:00,25.666666666666668,14.452491499106282,100.0,85.54750850089371
28621,15:54:02,true,200,50000.0,2.2222222222222223,70,car60,gasstation[1],15:28:26,15:54:02,25.6,14.73308224509116,100.0,85.26691775490883
29231,16:14:22,true,200,50000.0,2.2222222222222223,70,car38,gasstation[0],15:48:34,16:14:22,25.8,14.061644186046832,100.0,85.93835581395317
29568,16:25:36,true,200,50000.0,2.2222222222222223,70,car17,gasstation[5],15:59:56,16:25:36,25.666666666666668,14.542687958492131,100.0,85.45731204150786
29817,16:33:54,true,200,50000.0,2.2222222222222223,70,car27,gasstation[5],16:08:06,16:33:54,25.8,14.021443698358324,100.0,85.97855630164167
