Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
10258,05:41:56,true,200,50000.0,2.2222222222222223,75,car54,gasstation[5],05:16:06,05:41:56,25.833333333333332,13.889778152356289,100.0,86.11022184764371
13148,07:18:16,true,200,50000.0,2.2222222222222223,75,car63,gasstation[5],06:52:30,07:18:16,25.766666666666666,14.14830671481378,100.0,85.85169328518622
14428,08:00:56,true,200,50000.0,2.2222222222222223,75,car41,gasstation[5],07:35:08,08:00:56,25.8,14.080909542820946,100.0,85.91909045717905
15259,08:28:38,true,200,50000.0,2.2222222222222223,75,car14,gasstation[4],08:03:02,08:28:38,25.6,14.767694637731166,100.0,85.23230536226885
15912,08:50:24,true,200,50000.0,2.2222222222222223,75,car65,gasstation[6],08:24:40,08:50:24,25.733333333333334,14.317468939926533,100.0,85.68253106007346
16902,09:23:24,true,200,50000.0,2.2222222222222223,75,car74,gasstation[6],08:57:48,09:23:24,25.6,14.699842017850512,100.0,85.3001579821495
18745,10:24:50,true,200,50000.0,2.2222222222222223,75,car4,gasstation[6],09:59:02,10:24:50,25.8,14.015918514172663,100.0,85.98408148582733
20185,11:12:50,true,200,50000.0,2.2222222222222223,75,car53,gasstation[6],10:47:00,11:12:50,25.833333333333332,13.908917129554055,100.0,86.09108287044594
20202,11:13:24,true,200,50000.0,2.2222222222222223,75,car12,gasstation[6],10:47:40,11:13:24,25.733333333333334,14.24268391482835,100.0,85.75731608517165
20782,11:32:44,true,200,50000.0,2.2222222222222223,75,car56,gasstation[5],11:06:42,11:32:44,26.033333333333335,13.24021399663474,100.0,86.75978600336526
21055,11:41:50,true,200,50000.0,2.2222222222222223,75,car20,gasstation[3],11:16:04,11:41:50,25.766666666666666,14.154214283968313,100.0,85.84578571603168
21226,11:47:32,true,200,50000.0,2.2222222222222223,75,car64,gasstation[5],11:21:46,11:47:32,25.766666666666666,14.126803141152616,100.0,85.8731968588474
21625,12:00:50,true,200,50000.0,2.2222222222222223,75,car28,gasstation[6],11:34:52,12:00:50,25.966666666666665,13.539370104142748,100.0,86.46062989585725
21722,12:04:04,true,200,50000.0,2.2222222222222223,75,car45,gasstation[5],11:38:26,12:04:04,25.633333333333333,14.570325989634947,100.0,85.42967401036505
22138,12:17:56,true,200,50000.0,2.2222222222222223,75,car19,gasstation[5],11:52:16,12:17:56,25.666666666666668,14.497485923749862,100.0,85.50251407625014
23862,13:15:24,true,200,50000.0,2.2222222222222223,75,car61,gasstation[1],12:49:38,13:15:24,25.766666666666666,14.122912561953852,100.0,85.87708743804615
25087,13:56:14,true,200,50000.0,2.2222222222222223,75,car69,gasstation[5],13:30:30,13:56:14,25.733333333333334,14.304643199665096,100.0,85.6953568003349
26317,14:37:14,true,200,50000.0,2.2222222222222223,75,car72,gasstation[6],14:11:22,14:37:14,25.866666666666667,13.785671240978676,100.0,86.21432875902133
26948,14:58:16,true,200,50000.0,2.2222222222222223,75,car31,gasstation[5],14:32:38,14:58:16,25.633333333333333,14.586703777897089,100.0,85.41329622210291
27359,15:11:58,true,200,50000.0,2.2222222222222223,75,car6,gasstation[6],14:46:04,15:11:58,25.9,13.744412573890116,100.0,86.25558742610988
27702,15:23:24,true,200,50000.0,2.2222222222222223,75,car22,gasstation[6],14:57:38,15:23:24,25.766666666666666,14.11975984819452,100.0,85.88024015180548
27736,15:24:32,true,200,50000.0,2.2222222222222223,75,car25,gasstation[5],14:58:50,15:24:32,25.7,14.352213705123615,100.0,85.64778629487638
27783,15:26:06,true,200,50000.0,2.2222222222222223,75,car24,gasstation[4],15:00:24,15:26:06,25.7,14.35684763426058,100.0,85.64315236573941
28629,15:54:18,true,200,50000.0,2.2222222222222223,75,car58,gasstation[5],15:28:38,15:54:18,25.666666666666668,14.536986609924924,100.0,85.46301339007508
29382,16:19:24,true,200,50000.0,2.2222222222222223,75,car1,gasstation[5],15:53:46,16:19:24,25.633333333333333,14.557495748148314,100.0,85.44250425185169
29531,16:24:22,true,200,50000.0,2.2222222222222223,75,car26,gasstation[5],15:58:42,16:24:22,25.666666666666668,14.448548924014975,100.0,85.55145107598503
