Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
12452,06:55:04,true,200,50000.0,2.2222222222222223,80,car57,gasstation[5],06:52:30,06:55:04,2.566666666666667,14.519236141646408,100.0,85.4807638583536
14622,08:07:24,true,200,50000.0,2.2222222222222223,80,car4,gasstation[5],08:04:50,08:07:24,2.566666666666667,14.768068541605512,100.0,85.23193145839448
15380,08:32:40,true,200,50000.0,2.2222222222222223,80,car23,gasstation[6],08:30:06,08:32:40,2.566666666666667,14.733742955668916,100.0,85.26625704433107
15514,08:37:08,true,200,50000.0,2.2222222222222223,80,car30,gasstation[6],08:34:32,08:37:08,2.6,14.021335556260448,100.0,85.97866444373955
17590,09:46:20,true,200,50000.0,2.2222222222222223,80,car51,gasstation[5],09:43:44,09:46:20,2.6,14.31375584189688,100.0,85.68624415810312
20663,11:28:46,true,200,50000.0,2.2222222222222223,80,car13,gasstation[5],11:26:12,11:28:46,2.566666666666667,14.611963374801446,100.0,85.38803662519855
21873,12:09:06,true,200,50000.0,2.2222222222222223,80,car8,gasstation[3],12:06:32,12:09:06,2.566666666666667,14.553101005516597,100.0,85.4468989944834
22798,12:39:56,true,200,50000.0,2.2222222222222223,80,car14,gasstation[6],12:37:20,12:39:56,2.6,14.200447459342392,100.0,85.79955254065761
25749,14:18:18,true,200,50000.0,2.2222222222222223,80,car55,gasstation[6],14:15:42,14:18:18,2.6,14.332578474811964,100.0,85.66742152518803
25866,14:22:12,true,200,50000.0,2.2222222222222223,80,car35,gasstation[5],14:19:36,14:22:12,2.6,14.396242932639044,100.0,85.60375706736096
27414,15:13:48,true,200,50000.0,2.2222222222222223,80,car47,gasstation[2],15:11:14,15:13:48,2.566666666666667,14.892829108698258,100.0,85.10717089130175
30887,17:09:34,true,200,50000.0,2.2222222222222223,80,car39,gasstation[2],17:07:00,17:09:34,2.566666666666667,14.834540913731352,100.0,85.16545908626864
31574,17:32:28,true,200,50000.0,2.2222222222222223,80,car50,gasstation[3],17:29:54,17:32:28,2.566666666666667,14.553221296585914,100.0,85.4467787034141
31658,17:35:16,true,200,50000.0,2.2222222222222223,80,car56,gasstation[6],17:32:40,17:35:16,2.6,14.166236014696274,100.0,85.83376398530372
32727,18:10:54,true,200,50000.0,2.2222222222222223,80,car38,gasstation[6],18:08:18,18:10:54,2.6,14.358470959266981,100.0,85.64152904073302
32770,18:12:20,true,200,50000.0,2.2222222222222223,80,car46,gasstation[6],18:09:44,18:12:20,2.6,13.812089845678708,100.0,86.18791015432129
32997,18:19:54,true,200,50000.0,2.2222222222222223,80,car43,gasstation[5],18:17:20,18:19:54,2.566666666666667,14.62113379355377,100.0,85.37886620644623
34982,19:26:04,true,200,50000.0,2.2222222222222223,80,car61,gasstation[5],19:23:30,19:26:04,2.566666666666667,14.621955352542129,100.0,85.37804464745787
36016,20:00:32,true,200,50000.0,2.2222222222222223,80,car37,gasstation[4],19:57:58,20:00:32,2.566666666666667,14.749492209780247,100.0,85.25050779021977
36539,20:17:58,true,200,50000.0,2.2222222222222223,80,car21,gasstation[5],20:15:24,20:17:58,2.566666666666667,14.565879542192874,100.0,85.43412045780713
