Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Distance Traveled
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car0,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car1,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car2,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car3,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car4,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car5,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car6,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car7,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car8,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car9,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car10,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car11,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car12,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car13,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car14,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car15,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car16,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car17,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car18,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car19,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car20,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car21,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car22,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car23,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car24,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car25,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car26,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car27,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car28,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car29,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car30,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car31,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car32,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car33,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car34,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car35,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car36,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car37,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car38,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car39,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car40,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car41,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car42,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car43,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car44,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car45,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car46,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car47,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car48,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car49,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car50,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car51,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car52,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car53,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car54,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car55,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car56,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car57,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,70,car58,0.0
