Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
15333,08:31:06,true,200,50000.0,2.2222222222222223,75,car51,gasstation[6],08:28:32,08:31:06,2.566666666666667,14.623188281616223,100.0,85.37681171838378
15475,08:35:50,true,200,50000.0,2.2222222222222223,75,car49,gasstation[0],08:33:14,08:35:50,2.6,13.936344681152363,100.0,86.06365531884764
17426,09:40:52,true,200,50000.0,2.2222222222222223,75,car53,gasstation[3],09:38:16,09:40:52,2.6,14.411117541431686,100.0,85.58888245856832
18369,10:12:18,true,200,50000.0,2.2222222222222223,75,car38,gasstation[2],10:09:42,10:12:18,2.6,14.23028605491111,100.0,85.76971394508888
20598,11:26:36,true,200,50000.0,2.2222222222222223,75,car56,gasstation[6],11:24:00,11:26:36,2.6,14.193548510842069,100.0,85.80645148915794
22072,12:15:44,true,200,50000.0,2.2222222222222223,75,car10,gasstation[5],12:13:08,12:15:44,2.6,14.274096911474832,100.0,85.72590308852517
22208,12:20:16,true,200,50000.0,2.2222222222222223,75,car18,gasstation[5],12:17:42,12:20:16,2.566666666666667,14.834479779342727,100.0,85.16552022065727
22621,12:34:02,true,200,50000.0,2.2222222222222223,75,car5,gasstation[5],12:31:28,12:34:02,2.566666666666667,14.508666615167684,100.0,85.49133338483233
23309,12:56:58,true,200,50000.0,2.2222222222222223,75,car42,gasstation[3],12:54:24,12:56:58,2.566666666666667,14.504702135668548,100.0,85.49529786433145
26656,14:48:32,true,200,50000.0,2.2222222222222223,75,car12,gasstation[6],14:45:56,14:48:32,2.6,14.388976246671206,100.0,85.6110237533288
27573,15:19:06,true,200,50000.0,2.2222222222222223,75,car62,gasstation[2],15:16:32,15:19:06,2.566666666666667,14.76205281951804,100.0,85.23794718048195
27749,15:24:58,true,200,50000.0,2.2222222222222223,75,car21,gasstation[0],15:22:24,15:24:58,2.566666666666667,14.60699707825868,100.0,85.39300292174131
28177,15:39:14,true,200,50000.0,2.2222222222222223,75,car28,gasstation[5],15:36:40,15:39:14,2.566666666666667,14.669364692449316,100.0,85.33063530755068
29792,16:33:04,true,200,50000.0,2.2222222222222223,75,car44,gasstation[5],16:30:28,16:33:04,2.6,13.821325418978011,100.0,86.17867458102198
33126,18:24:12,true,200,50000.0,2.2222222222222223,75,car65,gasstation[1],18:21:36,18:24:12,2.6,14.353703468935647,100.0,85.64629653106437
33653,18:41:46,true,200,50000.0,2.2222222222222223,75,car32,gasstation[6],18:39:12,18:41:46,2.566666666666667,14.681094459976718,100.0,85.31890554002328
34112,18:57:04,true,200,50000.0,2.2222222222222223,75,car74,gasstation[0],18:54:30,18:57:04,2.566666666666667,14.809888912974522,100.0,85.19011108702547
34579,19:12:38,true,200,50000.0,2.2222222222222223,75,car46,gasstation[6],19:10:02,19:12:38,2.6,14.267055945250803,100.0,85.73294405474921
34816,19:20:32,true,200,50000.0,2.2222222222222223,75,car9,gasstation[6],19:17:58,19:20:32,2.566666666666667,14.857266450828266,100.0,85.14273354917174
38063,21:08:46,true,200,50000.0,2.2222222222222223,75,car48,gasstation[2],21:06:12,21:08:46,2.566666666666667,14.540174537440556,100.0,85.45982546255945
38820,21:34:00,true,200,50000.0,2.2222222222222223,75,car16,gasstation[5],21:31:24,21:34:00,2.6,14.095012494266568,100.0,85.90498750573343
