Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
11592,06:26:24,true,200,50000.0,2.2222222222222223,20,car11,gasstation[5],06:23:50,06:26:24,2.566666666666667,14.738929546103913,100.0,85.2610704538961
11988,06:39:36,true,200,50000.0,2.2222222222222223,20,car2,gasstation[0],06:37:00,06:39:36,2.6,13.733542004479457,100.0,86.26645799552054
14709,08:10:18,true,200,50000.0,2.2222222222222223,20,car8,gasstation[5],08:07:42,08:10:18,2.6,14.319856739855702,100.0,85.6801432601443
16268,09:02:16,true,200,50000.0,2.2222222222222223,20,car18,gasstation[6],08:59:40,09:02:16,2.6,14.39120498226126,100.0,85.60879501773874
17910,09:57:00,true,200,50000.0,2.2222222222222223,20,car12,gasstation[5],09:54:24,09:57:00,2.6,13.996067678656459,100.0,86.00393232134354
19237,10:41:14,true,200,50000.0,2.2222222222222223,20,car14,gasstation[5],10:38:38,10:41:14,2.6,13.643441440430243,100.0,86.35655855956976
20841,11:34:42,true,200,50000.0,2.2222222222222223,20,car6,gasstation[5],11:32:08,11:34:42,2.566666666666667,14.769131920676596,100.0,85.23086807932341
23683,13:09:26,true,200,50000.0,2.2222222222222223,20,car15,gasstation[6],13:06:50,13:09:26,2.6,14.340187632569876,100.0,85.65981236743012
24681,13:42:42,true,200,50000.0,2.2222222222222223,20,car9,gasstation[6],13:40:06,13:42:42,2.6,13.891431871656515,100.0,86.10856812834349
25175,13:59:10,true,200,50000.0,2.2222222222222223,20,car5,gasstation[5],13:56:36,13:59:10,2.566666666666667,14.726496765778583,100.0,85.27350323422141
26591,14:46:22,true,200,50000.0,2.2222222222222223,20,car17,gasstation[5],14:43:48,14:46:22,2.566666666666667,14.768350643888589,100.0,85.2316493561114
28390,15:46:20,true,200,50000.0,2.2222222222222223,20,car16,gasstation[4],15:43:46,15:46:20,2.566666666666667,14.770374343002329,100.0,85.22962565699767
28704,15:56:48,true,200,50000.0,2.2222222222222223,20,car4,gasstation[5],15:54:12,15:56:48,2.6,14.42474736367403,100.0,85.57525263632596
30596,16:59:52,true,200,50000.0,2.2222222222222223,20,car1,gasstation[5],16:57:18,16:59:52,2.566666666666667,14.788066224790185,100.0,85.21193377520981
30691,17:03:02,true,200,50000.0,2.2222222222222223,20,car10,gasstation[6],17:00:28,17:03:02,2.566666666666667,14.451648232802022,100.0,85.54835176719797
32621,18:07:22,true,200,50000.0,2.2222222222222223,20,car7,gasstation[5],18:04:48,18:07:22,2.566666666666667,14.781553108222628,100.0,85.21844689177736
35802,19:53:24,true,200,50000.0,2.2222222222222223,20,car19,gasstation[5],19:50:50,19:53:24,2.566666666666667,14.716509749498918,100.0,85.28349025050107
37825,21:00:50,true,200,50000.0,2.2222222222222223,20,car13,gasstation[6],20:58:16,21:00:50,2.566666666666667,14.521140741542022,100.0,85.47885925845797
38028,21:07:36,true,200,50000.0,2.2222222222222223,20,car0,gasstation[6],21:05:00,21:07:36,2.6,14.43497967568758,100.0,85.56502032431241
39030,21:41:00,true,200,50000.0,2.2222222222222223,20,car3,gasstation[4],21:38:24,21:41:00,2.6,13.712619627375858,100.0,86.28738037262414
39961,22:12:02,true,200,50000.0,2.2222222222222223,20,car11,gasstation[6],22:09:28,22:12:02,2.566666666666667,14.552480083596206,100.0,85.44751991640379
40244,22:21:28,true,200,50000.0,2.2222222222222223,20,car2,gasstation[5],22:18:52,22:21:28,2.6,14.165476699028826,100.0,85.83452330097117
41694,23:09:48,true,200,50000.0,2.2222222222222223,20,car8,gasstation[3],23:07:14,23:09:48,2.566666666666667,14.796607403647483,100.0,85.20339259635253
43022,23:54:04,true,200,50000.0,2.2222222222222223,20,car18,gasstation[6],23:51:28,23:54:04,2.6,14.341729166976219,100.0,85.65827083302378
