Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Gas Station,Start Time,End Time,Duration (min),Start Fuel %,End Fuel %,Fuel Gain %
16061,08:55:22,true,200,50000.0,2.2222222222222223,45,car13,gasstation[6],08:52:46,08:55:22,2.6,13.561264837112194,100.0,86.43873516288781
17159,09:31:58,true,200,50000.0,2.2222222222222223,45,car16,gasstation[5],09:29:22,09:31:58,2.6,14.22198766635058,100.0,85.77801233364943
18763,10:25:26,true,200,50000.0,2.2222222222222223,45,car4,gasstation[2],10:22:52,10:25:26,2.566666666666667,14.797407475741329,100.0,85.20259252425868
19780,10:59:20,true,200,50000.0,2.2222222222222223,45,car24,gasstation[6],10:56:46,10:59:20,2.566666666666667,14.503005144475884,100.0,85.49699485552411
20084,11:09:28,true,200,50000.0,2.2222222222222223,45,car0,gasstation[5],11:06:54,11:09:28,2.566666666666667,14.585635474889951,100.0,85.41436452511005
20864,11:35:28,true,200,50000.0,2.2222222222222223,45,car5,gasstation[6],11:32:52,11:35:28,2.6,13.790497657359893,100.0,86.2095023426401
22388,12:26:16,true,200,50000.0,2.2222222222222223,45,car20,gasstation[5],12:23:42,12:26:16,2.566666666666667,14.782557226974108,100.0,85.21744277302588
23190,12:53:00,true,200,50000.0,2.2222222222222223,45,car32,gasstation[1],12:50:24,12:53:00,2.6,14.198691152712268,100.0,85.80130884728774
24272,13:29:04,true,200,50000.0,2.2222222222222223,45,car38,gasstation[3],13:26:28,13:29:04,2.6,14.31461920067188,100.0,85.68538079932812
24310,13:30:20,true,200,50000.0,2.2222222222222223,45,car42,gasstation[6],13:27:44,13:30:20,2.6,14.247209334478276,100.0,85.75279066552173
25444,14:08:08,true,200,50000.0,2.2222222222222223,45,car15,gasstation[6],14:05:32,14:08:08,2.6,14.002244747946268,100.0,85.99775525205374
26467,14:42:14,true,200,50000.0,2.2222222222222223,45,car31,gasstation[5],14:39:38,14:42:14,2.6,14.411965769072163,100.0,85.58803423092785
26885,14:56:10,true,200,50000.0,2.2222222222222223,45,car30,gasstation[2],14:53:36,14:56:10,2.566666666666667,14.661651371532539,100.0,85.33834862846746
27526,15:17:32,true,200,50000.0,2.2222222222222223,45,car34,gasstation[2],15:14:56,15:17:32,2.6,14.055879814846259,100.0,85.94412018515375
29181,16:12:42,true,200,50000.0,2.2222222222222223,45,car36,gasstation[6],16:10:08,16:12:42,2.566666666666667,14.77381139994881,100.0,85.22618860005119
30653,17:01:46,true,200,50000.0,2.2222222222222223,45,car12,gasstation[5],16:59:10,17:01:46,2.6,14.428411892353251,100.0,85.57158810764675
33118,18:23:56,true,200,50000.0,2.2222222222222223,45,car23,gasstation[6],18:21:20,18:23:56,2.6,13.835562961449202,100.0,86.16443703855079
33498,18:36:36,true,200,50000.0,2.2222222222222223,45,car39,gasstation[6],18:34:02,18:36:36,2.566666666666667,14.475139603307833,100.0,85.52486039669218
33850,18:48:20,true,200,50000.0,2.2222222222222223,45,car1,gasstation[5],18:45:44,18:48:20,2.6,13.955510850689713,100.0,86.0444891493103
34040,18:54:40,true,200,50000.0,2.2222222222222223,45,car40,gasstation[5],18:52:06,18:54:40,2.566666666666667,14.512214002659036,100.0,85.48778599734096
38168,21:12:16,true,200,50000.0,2.2222222222222223,45,car27,gasstation[5],21:09:42,21:12:16,2.566666666666667,14.607210595164949,100.0,85.39278940483506
