Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Station,Start Time,End Time,Duration (min),Start Battery %,End Battery %,Battery Gain %
6143,17:03:50,false,50,65000.0,1.3888888888888888,40,autonomousBike1,chargingStation[15],13:33:00,17:03:50,210.83333333333334,21.96102948355155,100.0,78.03897051644844
6179,17:09:50,false,50,65000.0,1.3888888888888888,40,autonomousBike12,chargingStation[25],13:33:30,17:09:50,216.33333333333334,19.921942043059353,100.0,80.07805795694064
6298,17:29:40,false,50,65000.0,1.3888888888888888,40,autonomousBike19,chargingStation[19],14:05:40,17:29:40,204.0,24.471039356231056,100.0,75.52896064376895
6355,17:39:10,false,50,65000.0,1.3888888888888888,40,autonomousBike16,chargingStation[19],14:06:50,17:39:10,212.33333333333334,21.37934346632018,100.0,78.62065653367982
6365,17:40:50,false,50,65000.0,1.3888888888888888,40,autonomousBike18,chargingStation[8],14:11:40,17:40:50,209.16666666666666,22.553950915261005,100.0,77.446049084739
6498,18:03:00,false,50,65000.0,1.3888888888888888,40,autonomousBike7,chargingStation[8],14:26:40,18:03:00,216.33333333333334,19.9124016147633,100.0,80.0875983852367
6575,18:15:50,false,50,65000.0,1.3888888888888888,40,autonomousBike25,chargingStation[1],14:45:30,18:15:50,210.33333333333334,22.10721512046829,100.0,77.89278487953172
6620,18:23:20,false,50,65000.0,1.3888888888888888,40,autonomousBike23,chargingStation[34],14:48:20,18:23:20,215.0,20.37538227369023,100.0,79.62461772630976
6721,18:40:10,false,50,65000.0,1.3888888888888888,40,autonomousBike30,chargingStation[31],15:14:20,18:40:10,205.83333333333334,23.80487453156658,100.0,76.19512546843342
6754,18:45:40,false,50,65000.0,1.3888888888888888,40,autonomousBike10,chargingStation[34],15:16:50,18:45:40,208.83333333333334,22.694048454049504,100.0,77.3059515459505
6782,18:50:20,false,50,65000.0,1.3888888888888888,40,autonomousBike5,chargingStation[24],15:19:40,18:50:20,210.66666666666666,22.033292099701676,100.0,77.96670790029833
6802,18:53:40,false,50,65000.0,1.3888888888888888,40,autonomousBike11,chargingStation[26],15:05:50,18:53:40,227.83333333333334,15.62001013724443,100.0,84.37998986275556
6935,19:15:50,false,50,65000.0,1.3888888888888888,40,autonomousBike28,chargingStation[38],15:40:20,19:15:50,215.5,20.207204452256374,100.0,79.79279554774362
7086,19:41:00,false,50,65000.0,1.3888888888888888,40,autonomousBike37,chargingStation[21],16:05:40,19:41:00,215.33333333333334,20.30058844282348,100.0,79.69941155717652
7134,19:49:00,false,50,65000.0,1.3888888888888888,40,autonomousBike27,chargingStation[26],16:13:50,19:49:00,215.16666666666666,20.32279112434732,100.0,79.6772088756527
7371,20:28:30,false,50,65000.0,1.3888888888888888,40,autonomousBike4,chargingStation[24],17:04:00,20:28:30,204.5,24.296603564816856,100.0,75.70339643518314
7539,20:56:30,false,50,65000.0,1.3888888888888888,40,autonomousBike20,chargingStation[16],17:25:40,20:56:30,210.83333333333334,21.94339825520093,100.0,78.05660174479907
7643,21:13:50,false,50,65000.0,1.3888888888888888,40,autonomousBike6,chargingStation[10],17:41:30,21:13:50,212.33333333333334,21.414195875333615,100.0,78.5858041246664
