Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Station,Start Time,End Time,Duration (min),Start Battery %,End Battery %,Battery Gain %
34422,19:07:24,false,140,65000.0,3.888888888888889,0,autonomousBike66,chargingStation[72],15:40:54,19:07:24,206.5,23.519688045932405,100.0,76.48031195406759
34588,19:12:56,false,140,65000.0,3.888888888888889,0,autonomousBike82,chargingStation[33],15:44:42,19:12:56,208.23333333333332,22.885053653700787,100.0,77.1149463462992
34776,19:19:12,false,140,65000.0,3.888888888888889,0,autonomousBike117,chargingStation[15],15:55:04,19:19:12,204.13333333333333,24.403965314740876,100.0,75.59603468525911
34886,19:22:52,false,140,65000.0,3.888888888888889,0,autonomousBike85,chargingStation[34],15:50:08,19:22:52,212.73333333333332,21.219332880687773,100.0,78.78066711931223
35095,19:29:50,false,140,65000.0,3.888888888888889,0,autonomousBike68,chargingStation[74],16:02:20,19:29:50,207.5,23.159931556860286,100.0,76.84006844313971
35199,19:33:18,false,140,65000.0,3.888888888888889,0,autonomousBike19,chargingStation[44],16:06:36,19:33:18,206.7,23.44650189773064,100.0,76.55349810226936
35461,19:42:02,false,140,65000.0,3.888888888888889,0,autonomousBike81,chargingStation[46],16:18:10,19:42:02,203.86666666666667,24.501328074091035,100.0,75.49867192590895
35592,19:46:24,false,140,65000.0,3.888888888888889,0,autonomousBike40,chargingStation[66],16:18:14,19:46:24,208.16666666666666,22.90424307584758,100.0,77.09575692415241
35643,19:48:06,false,140,65000.0,3.888888888888889,0,autonomousBike3,chargingStation[69],16:17:24,19:48:06,210.7,21.966502037835962,100.0,78.03349796216403
35951,19:58:22,false,140,65000.0,3.888888888888889,0,autonomousBike122,chargingStation[70],16:30:48,19:58:22,207.56666666666666,23.131800965573923,100.0,76.86819903442607
35977,19:59:14,false,140,65000.0,3.888888888888889,0,autonomousBike101,chargingStation[48],16:28:26,19:59:14,210.8,21.9306274782665,100.0,78.0693725217335
36064,20:02:08,false,140,65000.0,3.888888888888889,0,autonomousBike30,chargingStation[44],16:38:16,20:02:08,203.86666666666667,24.49932260761606,100.0,75.50067739238393
36115,20:03:50,false,140,65000.0,3.888888888888889,0,autonomousBike20,chargingStation[51],16:36:50,20:03:50,207.0,23.337906595423867,100.0,76.66209340457613
36185,20:06:10,false,140,65000.0,3.888888888888889,0,autonomousBike71,chargingStation[69],16:36:56,20:06:10,209.23333333333332,22.511821775732884,100.0,77.48817822426713
36192,20:06:24,false,140,65000.0,3.888888888888889,0,autonomousBike23,chargingStation[31],16:37:34,20:06:24,208.83333333333334,22.654484235067997,100.0,77.345515764932
36213,20:07:06,false,140,65000.0,3.888888888888889,0,autonomousBike67,chargingStation[33],16:38:20,20:07:06,208.76666666666668,22.68596063877539,100.0,77.31403936122462
36294,20:09:48,false,140,65000.0,3.888888888888889,0,autonomousBike5,chargingStation[66],16:39:30,20:09:48,210.3,22.115317410270492,100.0,77.88468258972951
36294,20:09:48,false,140,65000.0,3.888888888888889,0,autonomousBike139,chargingStation[50],16:41:56,20:09:48,207.86666666666667,23.01489981376819,100.0,76.98510018623182
36425,20:14:10,false,140,65000.0,3.888888888888889,0,autonomousBike100,chargingStation[15],16:44:20,20:14:10,209.83333333333334,22.29162768765104,100.0,77.70837231234896
36434,20:14:28,false,140,65000.0,3.888888888888889,0,autonomousBike91,chargingStation[17],16:48:26,20:14:28,206.03333333333333,23.698167358846188,100.0,76.30183264115381
36470,20:15:40,false,140,65000.0,3.888888888888889,0,autonomousBike106,chargingStation[52],16:52:12,20:15:40,203.46666666666667,24.646315669183743,100.0,75.35368433081625
36520,20:17:20,false,140,65000.0,3.888888888888889,0,autonomousBike75,chargingStation[46],16:48:36,20:17:20,208.73333333333332,22.700372831553974,100.0,77.29962716844602
36538,20:17:56,false,140,65000.0,3.888888888888889,0,autonomousBike4,chargingStation[5],16:47:42,20:17:56,210.23333333333332,22.137892936385626,100.0,77.86210706361437
36573,20:19:06,false,140,65000.0,3.888888888888889,0,autonomousBike105,chargingStation[73],16:47:26,20:19:06,211.66666666666666,21.605793995873427,100.0,78.39420600412657
36718,20:23:56,false,140,65000.0,3.888888888888889,0,autonomousBike120,chargingStation[72],16:57:34,20:23:56,206.36666666666667,23.571544953426486,100.0,76.42845504657352
36876,20:29:12,false,140,65000.0,3.888888888888889,0,autonomousBike109,chargingStation[30],17:00:32,20:29:12,208.66666666666666,22.717421706828567,100.0,77.28257829317144
36894,20:29:48,false,140,65000.0,3.888888888888889,0,autonomousBike94,chargingStation[65],17:00:02,20:29:48,209.76666666666668,22.31245374616625,100.0,77.68754625383374
36938,20:31:16,false,140,65000.0,3.888888888888889,0,autonomousBike26,chargingStation[5],17:00:16,20:31:16,211.0,21.85194890274729,100.0,78.14805109725272
36953,20:31:46,false,140,65000.0,3.888888888888889,0,autonomousBike7,chargingStation[45],17:07:10,20:31:46,204.6,24.226814181271937,100.0,75.77318581872807
36999,20:33:18,false,140,65000.0,3.888888888888889,0,autonomousBike21,chargingStation[72],17:07:04,20:33:18,206.23333333333332,23.627130803273996,100.0,76.37286919672601
37031,20:34:22,false,140,65000.0,3.888888888888889,0,autonomousBike123,chargingStation[68],17:05:42,20:34:22,208.66666666666666,22.723151632653288,100.0,77.2768483673467
37033,20:34:26,false,140,65000.0,3.888888888888889,0,autonomousBike0,chargingStation[52],17:03:10,20:34:26,211.26666666666668,21.759961281681324,100.0,78.24003871831869
37053,20:35:06,false,140,65000.0,3.888888888888889,0,autonomousBike33,chargingStation[49],17:02:32,20:35:06,212.56666666666666,21.27305002870959,100.0,78.72694997129041
37102,20:36:44,false,140,65000.0,3.888888888888889,0,autonomousBike1,chargingStation[21],17:07:50,20:36:44,208.9,22.63549427369325,100.0,77.36450572630676
37125,20:37:30,false,140,65000.0,3.888888888888889,0,autonomousBike134,chargingStation[41],17:11:34,20:37:30,205.93333333333334,23.73921780600873,100.0,76.26078219399128
