placekey,latitude,longitude,top_category,open_hours,location_name
23f-222@62j-sj2-8gk,42.373204,-71.097623,Lessors of Real Estate,,Apartments at 1210 Cambridge St
23g-222@62j-sk2-pgk,42.376553,-71.103898,Lessors of Real Estate,,Apartments at 69 Beacon St
23h-222@62j-sj2-hkf,42.36872,-71.10168,Lessors of Real Estate,,Apartments at 141 Prospect St
23j-222@62j-sj2-sh5,42.365061,-71.100548,Lessors of Real Estate,,Apartments at 59 Bishop Richard Allen Dr
242-222@62j-sj2-x3q,42.372135,-71.089732,Lessors of Real Estate,,Apartments at 150 Berkshire St
257-222@62j-sjv-cdv,42.373603,-71.114307,Motion Picture and Video Industries,,Harvard Film Archive
25g-222@62j-sj2-qs5,42.359887,-71.106946,Wired and Wireless Telecommunications Carriers,,Antino Labs
25s-222@62j-sj2-5mk,42.36808,-71.101673,Offices of Other Health Practitioners,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",David Raniere PHD
2c5-222@62j-sj2-jgk,42.369074,-71.108789,Offices of Other Health Practitioners,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",Thriveworks
zzw-226@62j-sj3-33q,42.362782,-71.08355,Offices of Physicians,,Deciphera Pharmaceuticals
223-222@62j-sj2-d5f,42.363058,-71.092456,Restaurants and Other Eating Places,"{ ""Mon"": [[""7:00"", ""24:00""]], ""Tue"": [[""7:00"", ""24:00""]], ""Wed"": [[""7:00"", ""24:00""]], ""Thu"": [[""7:00"", ""24:00""]], ""Fri"": [[""7:00"", ""24:00""]], ""Sat"": [[""9:00"", ""24:00""]], ""Sun"": [[""9:00"", ""24:00""]] }",Area Four
224-222@62j-sj3-2c5,42.366399,-71.085511,Lessors of Real Estate,,Apartments at 225 Binney St
22b-224@62j-sgg-ks5,42.361653999999994,-71.113828,Health and Personal Care Stores,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",Walgreens
22c-222@62j-sj2-q9f,42.362797,-71.109359,Lessors of Real Estate,,Apartments at 64 Pleasant St
22f-222@62j-sj2-kfz,42.375407,-71.102355,Lessors of Real Estate,,Apartments at 25 Beacon St
22f-222@62j-sj3-bp9,42.377458000000004,-71.09304200000001,Other Schools and Instruction,"{ ""Mon"": [[""18:00"", ""21:00""]], ""Tue"": [[""18:00"", ""21:00""]], ""Wed"": [[""18:00"", ""21:00""]], ""Thu"": [[""18:00"", ""21:00""]], ""Fri"": [[""18:00"", ""20:00""]], ""Sat"": [[""10:00"", ""12:00""]], ""Sun"": [[""9:00"", ""12:30""]] }",Shobu Aikido of Boston
22s-222@62j-sj3-8vz,42.377423,-71.10246500000001,Lessors of Real Estate,,Apartments at 81 Marion St
22x-222@62j-sj2-fcq,42.363801,-71.097275,Lessors of Real Estate,,Apartments at 70 School St
22z-222@62j-sj2-q4v,42.361889,-71.10820799999999,Lessors of Real Estate,,Apartments at 69 Magazine St
234-222@62j-sjv-bc5,42.372764000000004,-71.120223,Drinking Places (Alcoholic Beverages),,Whitney's Cafe
236-222@62j-sj2-4d9,42.37,-71.09450799999999,Lessors of Real Estate,,Apartments at 359 Windsor St
239-222@62j-sj2-rzf,42.363652,-71.09999,Restaurants and Other Eating Places,,Muku Ramen
23t-222@62j-sj3-9fz,42.373421,-71.099818,"Jewelry, Luggage, and Leather Goods Stores","{ ""Mon"": [], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }",Leo Carroll Jewelers
24h-222@62j-sj2-jgk,42.369253,-71.10848100000001,Lessors of Real Estate,,Apartments at 6 Centre St
254-223@62j-sj2-835,42.371128000000006,-71.097082,Personal Care Services,,Clipmates Hair Studio
289-222@62j-sj2-vs5,42.371997,-71.085146,Lessors of Real Estate,,Apartments at 563 Cambridge St
zzw-222@62j-sjv-8jv,42.371696,-71.114284,Other Schools and Instruction,"{ ""Mon"": [[""19:00"", ""22:00""]], ""Tue"": [[""19:00"", ""22:00""]], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Seyyide Belly Dance
zzw-224@62j-sj2-p35,42.364986,-71.10256600000001,Other Amusement and Recreation Industries,,VIM Fitness
zzw-226@62j-sj2-rkz,42.365061,-71.103616,Health and Personal Care Stores,"{ ""Mon"": [[""6:00"", ""23:00""]], ""Tue"": [[""6:00"", ""23:00""]], ""Wed"": [[""6:00"", ""23:00""]], ""Thu"": [[""6:00"", ""23:00""]], ""Fri"": [[""6:00"", ""23:00""]], ""Sat"": [[""6:00"", ""23:00""]], ""Sun"": [[""6:00"", ""23:00""]] }",CVS
zzw-227@62j-sj2-ty9,42.374213,-71.086117,Wired and Wireless Telecommunications Carriers,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",T Mobile Store
zzw-228@62j-sj2-t35,42.365809000000006,-71.104067,Wired and Wireless Telecommunications Carriers,,Cytel
222-222@62j-sgg-6zf,42.358269,-71.104035,Other Personal Services,"{ ""Mon"": [[""7:00"", ""24:00""]], ""Tue"": [[""7:00"", ""24:00""]], ""Wed"": [[""7:00"", ""24:00""]], ""Thu"": [[""7:00"", ""24:00""]], ""Fri"": [[""7:00"", ""24:00""]], ""Sat"": [], ""Sun"": [] }",Pilgram Parking
223-224@62j-sjv-bc5,42.372712,-71.120225,Health and Personal Care Stores,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",Warby Parker
224-222@62j-sj3-89z,42.374023,-71.096386,Lessors of Real Estate,,Condos at 148 Tremont St
225-222@62j-sjv-ndv,42.37385,-71.1248,Personal Care Services,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",Samira Unisex Hair Salon
227-222@62j-sjv-fzz,42.362745000000004,-71.114018,Lessors of Real Estate,,Townhouses at 265 Putnam Ave
228-223@62j-sj2-rtv,42.367585,-71.102014,Other Miscellaneous Store Retailers,,Out of the Blue Art Gallery
22j-222@62j-sk2-rrk,42.378409000000005,-71.103939,Lessors of Real Estate,,Apartments at 10 Calvin St
22s-222@62j-sj2-qcq,42.364915,-71.106967,Lessors of Real Estate,,Apartments at 22 Pleasant St
234-222@62j-sj2-sbk,42.364359,-71.098427,Lessors of Real Estate,,Apartments at 11 Pine St
236-222@62j-sj2-vvf,42.371262,-71.085483,Lessors of Real Estate,,Apartments at 56 7th St
239-222@62j-sj2-7bk,42.368741,-71.091269,Lessors of Real Estate,,Apartments at 11 Plymouth St
23b-222@62j-sj2-m6k,42.371219,-71.099453,Lessors of Real Estate,,Apartments at 240 Prospect St
23j-222@62j-sjv-g8v,42.365128999999996,-71.113188,Lessors of Real Estate,,Apartments at 21 Hews St
23k-222@62j-sjv-g49,42.364863,-71.11133199999999,Lessors of Real Estate,,Apartments at 233 Western Ave
24q-222@62j-sj2-wx5,42.372267,-71.088105,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [] }",Alfredo's Italian Kitchen
25b-222@62j-sgg-j9z,42.361518,-71.11331700000001,Lessors of Real Estate,,Apartments at 348 Allston St
26t-222@62j-sj2-jy9,42.370387,-71.108997,Lessors of Real Estate,,Apartments at 338 Harvard St
zzw-223@62j-sj2-kzz,42.370823,-71.103719,Elementary and Secondary Schools,,Martin Luther King Jr
zzw-224@62j-sj2-5zz,42.366684,-71.09813,Lessors of Real Estate,,Apartments at 137 Columbia St
zzw-228@62j-sjv-9mk,42.373521000000004,-71.120428,Health and Personal Care Stores,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",Ray-Ban
zzy-222@62j-sjv-ndv,42.374396000000004,-71.12517199999999,Lessors of Real Estate,,Apartments at 151 Mount Auburn St
222-222@62j-sjv-975,42.374203,-71.122099,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:30"", ""22:00""]], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""22:00""]], ""Sat"": [[""11:30"", ""22:00""]], ""Sun"": [[""11:30"", ""22:00""]] }",Toscano
224-222@62j-sj2-syv,42.367571999999996,-71.10552,Other Amusement and Recreation Industries,,Alexander Technique Boston with Adam Bailey
225-228@62j-sjv-bx5,42.376466,-71.11352099999999,Religious Organizations,,Korean Beacon Church
229-222@62j-sj2-cwk,42.363498,-71.091532,Scientific Research and Development Services,,Covance
22m-222@62j-sj2-xbk,42.371321,-71.086845,Lessors of Real Estate,,Apartments at 177 Otis St
233-222@62j-sj2-4gk,42.368615999999996,-71.09403,Lessors of Real Estate,,Apartments at 46 Portsmouth St
238-223@62j-sk2-pgk,42.376287,-71.104238,Restaurants and Other Eating Places,"{ ""Mon"": [[""17:00"", ""24:00""]], ""Tue"": [[""17:00"", ""24:00""]], ""Wed"": [[""17:00"", ""24:00""]], ""Thu"": [[""17:00"", ""24:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]] }",The Thirsty Scholar Pub
239-222@62j-sj2-q75,42.363514,-71.11040899999999,Lessors of Real Estate,,Apartments at 183 River St
23d-222@62j-sj3-8y9,42.376709999999996,-71.10248299999999,Lessors of Real Estate,,Apartments at 31 Dimick St
23n-222@62j-sk2-pgk,42.37707,-71.104568,Lessors of Real Estate,,Condos at 85 Beacon St
23v-222@62j-sj2-5vf,42.370087,-71.10016,Lessors of Real Estate,,Condos at 194 Prospect St
244-223@62j-sj3-9fz,42.373428000000004,-71.099807,Lessors of Real Estate,,Apartments at 1334 Cambridge St
24s-222@62j-sk2-pgk,42.376591999999995,-71.103938,Lessors of Real Estate,,Apartments at 71 Beacon St
259-223@62j-sj3-2zf,42.363686,-71.083339,Offices of Other Health Practitioners,,Joint Ventures Physical Therapy and Fitness
zzw-222@62j-sj2-h89,42.367926000000004,-71.10456500000001,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",,Waters Control Temp
zzw-222@62j-sj2-jn5,42.369712,-71.1107,Lessors of Real Estate,,Apartments at 3 Dana St
zzy-222@62j-sj2-r49,42.360775,-71.104088,"Museums, Historical Sites, and Similar Institutions",,Tudor Street Dog Park
zzy-222@62j-sjv-8n5,42.370093,-71.115104,Lessors of Real Estate,,Apartments at 4 6 Athens Ter
222-222@62j-sj2-s89,42.363395000000004,-71.10081,Drycleaning and Laundry Services,"{ ""Mon"": [[""7:30"", ""18:30""]], ""Tue"": [[""7:30"", ""18:30""]], ""Wed"": [[""7:30"", ""18:30""]], ""Thu"": [[""7:30"", ""18:30""]], ""Fri"": [[""7:30"", ""18:30""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",City Express Cleaners
222-223@62j-sj3-835,42.374551000000004,-71.09560400000001,Lessors of Real Estate,,Townhouses at 411 Norfolk St
227-222@62j-sj2-6p9,42.371918,-71.092557,Lessors of Real Estate,,Apartments at 3 Palermo St
227-223@62j-sj3-bff,42.379826,-71.093273,Gasoline Stations,,Global
229-222@62j-sjv-r49,42.378201000000004,-71.123874,Lessors of Real Estate,,Apartments at 26 Garden St
22g-222@62j-sj2-w8v,42.373915999999994,-71.090728,Lessors of Real Estate,,Apartments at 36 Hunting St
22n-222@62j-sjv-ndv,42.374025,-71.125199,Drycleaning and Laundry Services,,Harvard Highland Laundromat
22s-226@62j-sj2-rhq,42.366492,-71.1037,Individual and Family Services,,Visiting Angels
22w-222@62j-sj2-7kf,42.368825,-71.09226899999999,Lessors of Real Estate,,Apartments at 38 Plymouth St
238-222@62j-sj2-qcq,42.36486,-71.1076,Lessors of Real Estate,,Apartments at 100 Western Ave
23k-222@62j-sj3-9pv,42.375452,-71.098168,Lessors of Real Estate,,Apartments at 19 Bolton St
23n-222@62j-sj2-4gk,42.368435,-71.093908,Lessors of Real Estate,,Condos at 31 Portsmouth St
23v-222@62j-sj2-s5z,42.363881,-71.10174,Electronics and Appliance Stores,"{ ""Mon"": [], ""Tue"": [[""12:30"", ""18:30""]], ""Wed"": [[""12:30"", ""18:30""]], ""Thu"": [[""12:30"", ""18:30""]], ""Fri"": [[""12:30"", ""18:30""]], ""Sat"": [[""11:30"", ""16:00""]], ""Sun"": [] }",Q Audio
23y-223@62j-sjv-8y9,42.371053,-71.113244,Lessors of Real Estate,,Apartments at 10 Remington St
24f-224@62j-sj3-bzf,42.377806,-71.09191,Restaurants and Other Eating Places,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""19:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [] }",Achieve Cafe
24q-222@62j-sk3-435,42.379246,-71.12289799999999,Lessors of Real Estate,,Apartments at 24 Chauncy St
25f-222@62j-sj2-s89,42.362961999999996,-71.100224,"Justice, Public Order, and Safety Activities","{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",Cambridge Fire Department Lafayette Square
26b-222@62j-sj2-8d9,42.371024,-71.095803,Lessors of Real Estate,,Apartments at 323 Columbia St
2b4-223@62j-sj2-jqf,42.368417,-71.109166,Lessors of Real Estate,,Apartments at 928 Massachusetts Ave
zzw-223@62j-sj3-3bk,42.364816,-71.08317199999999,Depository Credit Intermediation,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",Eastern Bank
zzw-225@62j-sjv-8y9,42.370878999999995,-71.113552,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }",Cilantro
zzy-222@62j-sjv-9zz,42.372205,-71.121041,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }",Shake Shack
222-222@62j-sj2-p7q,42.364559,-71.104169,Drinking Places (Alcoholic Beverages),,Green Street
223-222@62j-sj3-2c5,42.367166,-71.086178,"Justice, Public Order, and Safety Activities",,Cambridge Police Department
226-222@62j-sk2-pd9,42.378155,-71.104283,Lessors of Real Estate,,Apartments at 17 Calvin St
22k-222@62j-sj2-mx5,42.375452,-71.108917,Lessors of Real Estate,,Apartments at 7 Roberts Rd
22s-223@62j-sjv-bc5,42.372756,-71.119855,Electronics and Appliance Stores,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",Newbury Comics
22s-225@62j-sjv-bc5,42.372399,-71.11943000000001,Clothing Stores,"{ ""Mon"": [[""12:00"", ""19:00""]], ""Tue"": [[""12:00"", ""19:00""]], ""Wed"": [[""12:00"", ""19:00""]], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",The Hempest
236-222@62j-sj2-5fz,42.368314,-71.099007,Lessors of Real Estate,,Apartments at 172 Norfolk St
23n-222@62j-sj3-8vz,42.377407,-71.103313,Lessors of Real Estate,,Apartments at 103 Marion St
243-227@62j-sjt-kxq,42.372344,-71.12266600000001,Drinking Places (Alcoholic Beverages),,Noir
24h-222@62j-sjv-f75,42.365555,-71.114427,Lessors of Real Estate,,Condos at 7 13 Elmer St
253-222@62j-sj2-q4v,42.362266999999996,-71.10796500000001,Lessors of Real Estate,,Apartments at 59 Magazine St
25b-222@62j-sj2-rrk,42.366033,-71.100424,Lessors of Real Estate,,Apartments at 409 Washington St
zzw-224@62j-sj2-54v,42.366383,-71.091443,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""11:00"", ""24:00""]], ""Wed"": [[""11:00"", ""24:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]] }",The Smoke Shop BBQ Kendall Square
zzw-224@62j-sj2-s3q,42.362183,-71.100137,Traveler Accommodation,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",Le Meridien
zzw-224@62j-sj3-7dv,42.376622,-71.096845,Lessors of Real Estate,,Apartments at 20 Concord Ave
zzw-226@62j-sj2-ty9,42.374107,-71.086264,Lessors of Real Estate,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""9:00"", ""17:30""]], ""Sun"": [] }",Extra Space Storage
zzy-223@62j-sj3-9zz,42.379957,-71.094799,Drinking Places (Alcoholic Beverages),"{ ""Mon"": [[""17:00"", ""24:00""]], ""Tue"": [[""17:00"", ""24:00""]], ""Wed"": [[""17:00"", ""24:00""]], ""Thu"": [[""17:00"", ""24:00""]], ""Fri"": [[""17:00"", ""24:00""]], ""Sat"": [[""17:00"", ""24:00""]], ""Sun"": [[""17:00"", ""24:00""]] }",The Jungle
zzy-223@62j-sjv-qpv,42.375818,-71.123535,Lessors of Real Estate,,Apartments at 81 Brattle St
223-222@62j-sj2-xdv,42.373388,-71.088269,Lessors of Real Estate,,Apartments at 10 Porter St
224-223@62j-sjt-kxq,42.372683,-71.12207099999999,Automotive Equipment Rental and Leasing,"{ ""Mon"": [[""8:00"", ""15:30""]], ""Tue"": [[""8:00"", ""15:30""]], ""Wed"": [[""8:00"", ""15:30""]], ""Thu"": [[""8:00"", ""15:30""]], ""Fri"": [[""8:00"", ""15:30""]], ""Sat"": [[""8:00"", ""15:30""]], ""Sun"": [[""8:00"", ""15:30""]] }",Thrifty Car Rental International
226-222@62j-sgg-k75,42.358212,-71.106561,Religious Organizations,,Boston Chong De Cultural And Educational Temple Inc
229-222@62j-sgg-k4v,42.358645,-71.10785899999999,Lessors of Real Estate,,Apartments at 145 Allston St
22k-222@62j-sk3-3t9,42.379670000000004,-71.121146,Lessors of Real Estate,,Apartments at 8 Chauncy St
22n-222@62j-sj2-89z,42.373006,-71.096221,Personal Care Services,"{ ""Mon"": [[""12:00"", ""20:00""]], ""Tue"": [[""12:00"", ""20:00""]], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [[""12:00"", ""20:00""]] }",Pino Bros Ink
22p-222@62j-sj2-vpv,42.370447,-71.084533,Lessors of Real Estate,,Apartments at 141 Thorndike St
22t-222@62j-sj2-sqz,42.364708,-71.105739,Restaurants and Other Eating Places,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }",Andala Coffee House
22v-223@62j-sj2-vvf,42.37083,-71.085396,Religious Organizations,,Sacred Heart Catholic Church
22z-222@62j-sjv-fs5,42.36371,-71.113276,Lessors of Real Estate,,Apartments at 6 Ballord Pl
237-222@62j-sjv-hwk,42.369597,-71.11476,Lessors of Real Estate,,Apartments at 41 43 Banks St
23c-222@62j-sgg-gp9,42.356706,-71.111541,Lessors of Real Estate,,Apartments at 333 Pearl St
23p-222@62j-sj3-6hq,42.368989,-71.085061,Lessors of Real Estate,,Condos at 339 341 Hurley St
24q-222@62j-sj2-x5z,42.371321,-71.09019,Lessors of Real Estate,,Apartments at 118 Berkshire St
24v-222@62j-sgg-jy9,42.358215,-71.10989599999999,Other Amusement and Recreation Industries,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""8:00"", ""18:00""]] }",Yoga of Energy Flow
24y-222@62j-sj2-4sq,42.365031,-71.092656,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:00"", ""22:30""]], ""Tue"": [[""11:00"", ""22:30""]], ""Wed"": [[""11:00"", ""22:30""]], ""Thu"": [[""11:00"", ""22:30""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""17:00"", ""23:00""]], ""Sun"": [] }",Amelias Trattoria
25n-222@62j-sj2-8gk,42.372929,-71.097071,Lessors of Real Estate,,Apartments at 90 Tremont St
25q-222@62j-sj2-mtv,42.374311,-71.106328,Drycleaning and Laundry Services,,Mid Cambridge Cleaners
26n-224@62j-sjv-j7q,42.370568,-71.11335799999999,Restaurants and Other Eating Places,,Cafe Sushi
26v-222@62j-sj2-t5f,42.367653999999995,-71.106985,Insurance Carriers,,MassMututal
zzw-223@62j-sj2-d5f,42.363027,-71.091578,Restaurants and Other Eating Places,,Catalyst Restaurant
zzw-225@62j-sj2-vcq,42.374395,-71.084562,Health and Personal Care Stores,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }",Walgreens
zzz-222@62j-sj2-4y9,42.365702,-71.094235,"Museums, Historical Sites, and Similar Institutions",,Harvard Park
222-222@62j-sj3-649,42.369535,-71.086791,Elementary and Secondary Schools,,Kennedy Longfellow
222-222@62j-sj4-rzf,42.359796,-71.08694200000001,Lessors of Real Estate,,Apartments at 111 Memorial Dr
222-225@62j-sj2-xnq,42.375827,-71.084018,Lessors of Real Estate,,Apartments at 1 Fitchburg St
223-222@62j-sj3-87q,42.374601,-71.09646,Lessors of Real Estate,,Apartments at 171 Tremont St
227-222@62j-sj3-8d9,42.375516999999995,-71.093257,Building Finishing Contractors,"{ ""Mon"": [[""7:30"", ""19:00""]], ""Tue"": [[""7:30"", ""19:00""]], ""Wed"": [[""7:30"", ""19:00""]], ""Thu"": [[""7:30"", ""19:00""]], ""Fri"": [[""7:30"", ""19:00""]], ""Sat"": [[""7:30"", ""19:00""]], ""Sun"": [] }",Craftsmen Masonry & Paving
228-222@62j-sj3-bzf,42.377538,-71.091481,Lessors of Real Estate,,Apartments at 29 Merriam St
228-224@62j-sjv-b6k,42.372031,-71.118031,Clothing Stores,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""7:30"", ""18:00""]], ""Sun"": [[""7:30"", ""18:00""]] }",The Harvard Shop
22f-223@62j-sj2-p35,42.364317,-71.102215,Other Schools and Instruction,"{ ""Mon"": [[""18:30"", ""22:00""]], ""Tue"": [[""19:00"", ""22:00""]], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Salsa Matei Dance School
22j-223@62j-sj2-c3q,42.362559999999995,-71.098473,Restaurants and Other Eating Places,,Middlesex Cambridge
22p-222@62j-sjv-9mk,42.373551,-71.120249,Drinking Places (Alcoholic Beverages),"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""16:00"", ""24:00""]], ""Wed"": [[""16:00"", ""24:00""]], ""Thu"": [[""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }",Beat Brew Hall
22r-222@62j-sk2-p35,42.377659,-71.1059,Lessors of Real Estate,,Apartments at 114 Beacon St
22x-222@62j-sj2-sqz,42.365514000000005,-71.105717,"Community Food and Housing, and Emergency and Other Relief Services",,Multi Service Center for the Homeless
233-223@62j-sjv-9mk,42.373591,-71.119721,"Jewelry, Luggage, and Leather Goods Stores",,Topdrawer
