placekey,latitude,longitude,top_category,open_hours,location_name
22n-222@62j-sj2-5j9,42.369069,-71.10146999999999,Lessors of Real Estate,,Apartments at 155 Prospect St
22s-222@62j-sjv-g49,42.364486,-71.11189499999999,Lessors of Real Estate,,Apartments at 266 Western Ave
22z-222@62j-sj3-8y9,42.376588,-71.102765,Lessors of Real Estate,,Apartments at 19 Buckingham St
233-222@62j-sj2-mhq,42.373507000000004,-71.107485,Lessors of Real Estate,,Apartments at 66 Dana St
23s-222@62j-sjv-8y9,42.371226,-71.11323,Lessors of Real Estate,,Condos at 14 Remington St
23z-222@62j-sj2-hwk,42.370024,-71.11070600000001,Lessors of Real Estate,,Apartments at 5 Dana St
262-222@62j-sj3-6hq,42.368269,-71.085063,Lessors of Real Estate,,Apartments at 229 Charles St
zzw-226@62j-sjv-8y9,42.370771000000005,-71.113385,Offices of Other Health Practitioners,,Sera M Miller PsyD
zzy-222@62j-sj2-ty9,42.374168,-71.08622,"Sporting Goods, Hobby, and Musical Instrument Stores",,Sewfisticated Discount Fabrics
223-225@62j-sjv-bc5,42.372752,-71.12025799999999,Other Schools and Instruction,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Kaplan
224-222@62j-sgg-789,42.357444,-71.106447,Lessors of Real Estate,,Apartments at 72 Allston St
224-222@62j-sjv-fs5,42.363662,-71.113556,Lessors of Real Estate,,Apartments at 234 Putnam Ave
227-222@62j-sj2-bx5,42.361745,-71.097077,Restaurants and Other Eating Places,,Chicago Pizza
227-222@62j-sk2-pd9,42.377949,-71.103952,Lessors of Real Estate,,Apartments at 22 Calvin St
229-222@62j-sj3-ch5,42.379639000000005,-71.10090500000001,Lessors of Real Estate,,Apartments at 319 Washington St
22c-222@62j-sjv-8qf,42.372576,-71.116959,Offices of Other Health Practitioners,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }",Cambridge Counseling Associates
22j-222@62j-sgg-k75,42.358323999999996,-71.106809,Lessors of Real Estate,,Apartments at 230 Brookline St
22j-222@62j-sj3-bzf,42.377974,-71.092063,Other Miscellaneous Store Retailers,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",Elliots House Pet Care And More
22j-222@62j-sjv-9j9,42.375616,-71.120802,Religious Organizations,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [[""7:00"", ""17:00""]] }",Christ Church Cambridge
22t-222@62j-sk2-rx5,42.379142,-71.105752,Lessors of Real Estate,,Apartments at 6 Durham St
22w-222@62j-sjv-bc5,42.373276000000004,-71.119212,Restaurants and Other Eating Places,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""9:00"", ""19:00""]] }",Pressed Juicery
232-222@62j-sj2-hnq,42.370681,-71.104748,Lessors of Real Estate,,Apartments at 370 Broadway
23p-222@62j-sj2-p35,42.364081,-71.102294,Lessors of Real Estate,,Condos at 219 Green St
23v-222@62j-sj2-5pv,42.370496,-71.098134,Lessors of Real Estate,,Apartments at 253 Norfolk St
23w-222@62j-sjv-g8v,42.364365,-71.11369599999999,Lessors of Real Estate,,Apartments at 336 Western Ave
24x-222@62j-sj2-jsq,42.37077,-71.10806,Lessors of Real Estate,,Apartments at 315 Harvard St
24x-222@62j-sj2-q4v,42.36248,-71.10900600000001,Lessors of Real Estate,,Apartments at 23 Kelly Rd
2k3-222@62j-sj2-jjv,42.368157000000004,-71.108699,Restaurants and Other Eating Places,,Mass Ave Diner
zzw-222@62j-sj3-bzf,42.377392,-71.091336,"Automotive Parts, Accessories, and Tire Stores","{ ""Mon"": [[""7:30"", ""21:00""]], ""Tue"": [[""7:30"", ""21:00""]], ""Wed"": [[""7:30"", ""21:00""]], ""Thu"": [[""7:30"", ""21:00""]], ""Fri"": [[""7:30"", ""21:00""]], ""Sat"": [[""7:30"", ""21:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",Advance Auto Parts
zzw-222@62j-sjv-j7q,42.37039,-71.113058,Urban Transit Systems,,MBTA Bus Route 77
223-222@62j-sjv-9xq,42.370282,-71.11851899999999,Restaurants and Other Eating Places,,Winthrop Grille
225-222@62j-sj2-t35,42.366069,-71.105366,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""11:00"", ""24:00""]], ""Wed"": [[""11:00"", ""24:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:30""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:30""], [""12:00"", ""22:00""]] }",ABC Pizza House
227-222@62j-sj2-rzf,42.363594,-71.098974,Restaurants and Other Eating Places,,Boston Chefs
228-22n@62j-sj2-k4v,42.374522999999996,-71.104174,Offices of Physicians,,Claire Stampfer MD
22b-222@62j-sj2-x5z,42.370698,-71.090079,Lessors of Real Estate,,Apartments at 27 Marney St
22f-226@62j-sj2-p35,42.364237,-71.102296,Other Amusement and Recreation Industries,"{ ""Mon"": [[""20:30"", ""21:30""]], ""Tue"": [], ""Wed"": [], ""Thu"": [[""20:30"", ""21:30""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",BollyX
22w-223@62j-sjv-b6k,42.372842999999996,-71.117553,Personal Care Services,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""12:00"", ""17:30""]] }",Thread & Shape
22x-222@62j-sgg-k4v,42.35865,-71.107864,Lessors of Real Estate,,Condos at 147 Allston St
22y-222@62j-sj2-kzz,42.370527,-71.10278100000001,Lessors of Real Estate,,Apartments at 65 Inman St
236-222@62j-sj2-x5z,42.370937,-71.089844,Lessors of Real Estate,,Apartments at 377 Cardinal Medeiros Ave
239-222@62j-sj2-4d9,42.369701,-71.093876,Lessors of Real Estate,,Apartments at 11 Seckel St
23b-222@62j-sj3-9mk,42.373228000000005,-71.100953,Lessors of Real Estate,,Apartments at 135 Inman St
23m-222@62j-sj2-qpv,42.360968,-71.106939,Lessors of Real Estate,,Apartments at 155 Pearl St
243-222@62j-sj2-qs5,42.360288,-71.106544,Lessors of Real Estate,,Apartments at 13 Speridakis Ter
24c-222@62j-sk2-pjv,42.37813,-71.106433,Drinking Places (Alcoholic Beverages),"{ ""Mon"": [[""17:30"", ""22:00""]], ""Tue"": [], ""Wed"": [[""17:30"", ""22:00""]], ""Thu"": [[""17:30"", ""22:00""]], ""Fri"": [[""17:30"", ""22:30""]], ""Sat"": [[""17:30"", ""22:30""]], ""Sun"": [[""17:30"", ""22:00""]] }",Bergamot
24d-222@62j-sj2-q9f,42.362806,-71.110153,Automotive Repair and Maintenance,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",APA Automotive
24t-222@62j-sj2-qzz,42.362101,-71.105212,Lessors of Real Estate,,Apartments at 104 Pearl St
25c-222@62j-sj3-6hq,42.368882,-71.084125,Lessors of Real Estate,,Apartments at 305 Hurley St
zzw-222@62j-sj2-7h5,42.368994,-71.091782,Lessors of Real Estate,,Apartments at 25 Plymouth St
zzw-223@62j-sjv-jd9,42.366824,-71.11070600000001,Lessors of Real Estate,,Condos at 79 Kinnaird St
zzy-222@62j-sj2-f2k,42.362501,-71.089333,Specialty (except Psychiatric and Substance Abuse) Hospitals,,Koch Institute for Integrative Cancer Research
222-222@62j-sj2-w49,42.373062,-71.08465100000001,Other Amusement and Recreation Industries,,Simoni Ice Arena
222-222@62j-sj3-52k,42.368431,-71.08364499999999,Lessors of Real Estate,,Apartments at 152 5th St
229-222@62j-sj2-kzz,42.371096,-71.103084,Lessors of Real Estate,,Apartments at 30 Antrim St
22b-222@62j-sjv-8qf,42.372541,-71.116658,Depository Credit Intermediation,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",TD Bank
22g-222@62j-sj2-x89,42.372321,-71.087019,Lessors of Real Estate,,Apartments at 25 Lambert St
22m-222@62j-sgg-jjv,42.360383,-71.10855,Lessors of Real Estate,,Condos at 210 Erie St
22r-222@62j-sj2-t35,42.366040000000005,-71.10528000000001,Restaurants and Other Eating Places,"{ ""Mon"": [[""11:00"", ""22:30""]], ""Tue"": [[""11:00"", ""22:30""]], ""Wed"": [[""11:00"", ""22:30""]], ""Thu"": [[""11:00"", ""22:30""]], ""Fri"": [[""11:30"", ""24:00""]], ""Sat"": [[""0:00"", ""2:30""], [""11:30"", ""24:00""]], ""Sun"": [[""0:00"", ""2:30""], [""12:00"", ""21:30""]] }",Mass Chicken
22x-222@62j-sgg-jvz,42.356744,-71.10840400000001,Lessors of Real Estate,,Apartments at 294 Brookline St
22z-222@62j-sj2-sqz,42.365614,-71.106654,Lessors of Real Estate,,Apartments at 17 Pleasant St
236-222@62j-sj2-jjv,42.368307,-71.108136,Offices of Dentists,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Cambridge Dental Annex
23t-222@62j-sj3-ckf,42.378558,-71.10104799999999,Lessors of Real Estate,,Apartments at 19 Bowdoin St
23v-222@62j-sjv-b6k,42.372886,-71.117929,Lessors of Real Estate,,Harvard University Housing
244-222@62j-sj2-hnq,42.370134,-71.10478,Lessors of Real Estate,,Apartments at 35 West St
24x-222@62j-sj2-jjv,42.36793,-71.107403,Offices of Other Health Practitioners,"{ ""Mon"": [[""7:30"", ""17:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:30""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",David G Power PhD
25d-222@62j-sjv-n3q,42.373261,-71.125315,Lessors of Real Estate,,Apartments at 8 Chapman Pl
28b-222@62j-sj3-6hq,42.368926,-71.08449300000001,Lessors of Real Estate,,Apartments at 317 Hurley St
zzw-222@62j-sgg-6zf,42.357776,-71.104202,Bakeries and Tortilla Manufacturing,,Flour Bakery Cafe
zzw-227@62j-sj2-s5z,42.363651000000004,-71.10114200000001,Restaurants and Other Eating Places,,Veggie Galaxy
225-227@62j-sjv-bx5,42.376459000000004,-71.113537,Religious Organizations,,Corporation Of The New Church Theological School
226-227@62j-sjv-bp9,42.372661,-71.118677,Other Personal Services,,Propark America Smith Center Garage
227-222@62j-sj2-rkz,42.366099,-71.103062,Personal and Household Goods Repair and Maintenance,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }",Simeon's Fine Tailoring
227-222@62j-sj2-rtv,42.367293,-71.101577,Lessors of Real Estate,,Condos at 43 Essex St
229-222@62j-sj2-mhq,42.373742,-71.107954,Lessors of Real Estate,,Apartments at 69 Dana St
22c-222@62j-sk3-3t9,42.380061,-71.12103,Lessors of Real Estate,,Apartments at 7 Chauncy St
22d-222@62j-sj3-47q,42.362594,-71.085471,"Electric Power Generation, Transmission and Distribution",,Kendall Square Station
22h-222@62j-sj3-b49,42.378782,-71.09464200000001,Restaurants and Other Eating Places,"{ ""Mon"": [[""4:30"", ""19:00""]], ""Tue"": [[""4:30"", ""19:00""]], ""Wed"": [[""4:30"", ""19:00""]], ""Thu"": [[""4:30"", ""19:00""]], ""Fri"": [[""4:30"", ""19:00""]], ""Sat"": [[""4:30"", ""19:00""]], ""Sun"": [[""4:30"", ""19:00""]] }",Dunkin'
22q-222@62j-sj3-8y9,42.376402,-71.10305799999999,Lessors of Real Estate,,Apartments at 13 Buckingham St
22y-222@62j-sjv-975,42.374464,-71.122314,Individual and Family Services,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""17:30""]], ""Wed"": [[""12:00"", ""17:30""]], ""Thu"": [[""12:00"", ""20:45""]], ""Fri"": [[""12:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Bones for Life Class
22z-222@62j-sj2-q75,42.364307000000004,-71.10955600000001,Lessors of Real Estate,,Apartments at 10 Jay St
239-222@62j-sj2-nwk,42.364395,-71.10551099999999,Lessors of Real Estate,,Apartments at 11 Magazine St
23p-222@62j-sj3-89z,42.373312,-71.095791,Personal and Household Goods Repair and Maintenance,,Faialense Sport Club
252-222@62j-sj2-qzz,42.362113,-71.10522399999999,Lessors of Real Estate,,Apartments at 106 Pearl St
259-222@62j-sj2-gtv,42.372954,-71.106495,Lessors of Real Estate,,Apartments at 36 Highland Ave
25t-222@62j-sjv-g49,42.364869,-71.11170200000001,Lessors of Real Estate,,Apartments at 251 Western Ave
264-222@62j-sk3-47q,42.379718,-71.119564,Book Stores and News Dealers,,Harvard Coop Law School
26j-222@62j-sj2-4gk,42.369196,-71.09331800000001,Lessors of Real Estate,,Apartments at 61 Plymouth St
26r-222@62j-sj2-rrk,42.366425,-71.100646,Health and Personal Care Stores,,Cleenland
276-222@62j-sj2-jjv,42.367696,-71.1089,Lessors of Real Estate,,Apartments at 515 Green St
zzw-222@62j-sjv-c5z,42.374043,-71.112441,Offices of Physicians,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""15:00""]], ""Sat"": [], ""Sun"": [] }",CHA Cambridge Teen Health Center
227-222@62j-sj2-5j9,42.369341,-71.101766,Religious Organizations,,Church On Harvard Hill
227-222@62j-sj2-wx5,42.372037,-71.089096,Bakeries and Tortilla Manufacturing,,Central Bakery
229-223@62j-sjv-bc5,42.372928,-71.12031999999999,Other Financial Investment Activities,,Tiaa Cref
22f-222@62j-sj2-wp9,42.374209,-71.08845,Lessors of Real Estate,,Apartments at 7 South St
22f-222@62j-sj2-wx5,42.3715,-71.08945200000001,Lessors of Real Estate,,Apartments at 13 Marcella St
22k-223@62j-sjv-9mk,42.373613,-71.119502,Restaurants and Other Eating Places,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""22:00""]] }",Milk Bar
22s-222@62j-sj2-nqz,42.363191,-71.104569,Elementary and Secondary Schools,,James F Farr Academy
22t-222@62j-sjv-fs5,42.363714,-71.113135,Lessors of Real Estate,,Apartments at 3 Ballord Pl
22x-223@62j-sjv-9mk,42.373902,-71.119647,Other Financial Investment Activities,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Merrill Lynch
238-222@62j-sj3-7nq,42.376032,-71.098602,Lessors of Real Estate,,Apartments at 37 Oak St
23b-223@62j-sj2-hkf,42.368594,-71.103041,Other Amusement and Recreation Industries,,David Bartsch Landscape Architecture LLC
23z-222@62j-sj2-5s5,42.368702,-71.09809399999999,Lessors of Real Estate,,Apartments at 65 Elm St
244-222@62j-sj2-87q,42.370865,-71.09934,Lessors of Real Estate,,Apartments at 11 Gardner Rd
244-222@62j-sj2-8d9,42.371044,-71.095798,Lessors of Real Estate,,Condos at 321 Columbia St
24b-222@62j-sj2-7nq,42.369631,-71.09015600000001,Lessors of Real Estate,,Apartments at 6 Hardwick St
24d-222@62j-sj3-9fz,42.373746000000004,-71.099419,Other Amusement and Recreation Industries,"{ ""Mon"": [[""16:30"", ""20:30""]], ""Tue"": [[""6:00"", ""20:30""]], ""Wed"": [[""6:00"", ""19:30""]], ""Thu"": [[""7:00"", ""20:30""]], ""Fri"": [[""6:00"", ""17:30""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",Fitlab Pilates
24j-222@62j-sj2-jjv,42.367940999999995,-71.107388,Offices of Dentists,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",Russell L Forman DMD
24p-222@62j-sk3-3yv,42.380043,-71.122754,Lessors of Real Estate,,Apartments at 49 Walker St
25t-222@62j-sj2-vzz,42.371307,-71.083079,Grocery Stores,,The Brothers Market
267-222@62j-sjv-hwk,42.369161,-71.115085,Lessors of Real Estate,,Harvard University Housing
27h-222@62j-sj2-vs5,42.372276,-71.085195,Lessors of Real Estate,,Apartments at 6 7th St
zzw-222@62j-sj2-rtv,42.367041,-71.101977,Lessors of Real Estate,,Condos at 35 1 2 Essex St
zzw-225@62j-sj2-rhq,42.366695,-71.104197,Other Amusement and Recreation Industries,"{ ""Mon"": [[""7:00"", ""20:30""]], ""Tue"": [[""7:00"", ""20:30""]], ""Wed"": [[""7:00"", ""20:30""]], ""Thu"": [[""7:00"", ""20:30""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""8:00"", ""17:00""]] }",Upward Spiral Studio
zzy-222@62j-sj2-rc5,42.365876,-71.102074,Individual and Family Services,,Cambridge Community Foundation
222-222@62j-sgg-kj9,42.35978,-71.115256,Specialty (except Psychiatric and Substance Abuse) Hospitals,,Msh
222-222@62j-sj4-vcq,42.360213,-71.085994,Restaurants and Other Eating Places,,Melting Sun
22c-222@62j-sjv-9zz,42.371739,-71.121116,Restaurants and Other Eating Places,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }",Dunkin'
22d-222@62j-sjt-kxq,42.373053000000006,-71.122393,Restaurants and Other Eating Places,"{ ""Mon"": [[""6:30"", ""20:00""]], ""Tue"": [[""6:30"", ""20:00""]], ""Wed"": [[""6:30"", ""20:00""]], ""Thu"": [[""6:30"", ""20:00""]], ""Fri"": [[""6:30"", ""20:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""8:00"", ""17:00""]] }",Flour Bakery Cafe
22p-222@62j-sj2-4vz,42.366862,-71.094317,Lessors of Real Estate,,Apartments at 225 Broadway
22p-222@62j-sj2-8d9,42.371753999999996,-71.095329,Lessors of Real Estate,,Apartments at 357 Columbia St
22q-222@62j-sj2-jjv,42.368308,-71.107925,Offices of Physicians,,Furstenberg Michael Dr
22s-222@62j-sj2-q9f,42.363467,-71.109503,Lessors of Real Estate,,Apartments at 158 River St
22y-222@62j-sj2-qs5,42.359469,-71.106065,Lessors of Real Estate,,Apartments at 187 Brookline St
234-222@62j-sj3-9vf,42.376093,-71.099855,Lessors of Real Estate,,Apartments at 58 Springfield St
236-222@62j-sgg-j9z,42.361833000000004,-71.11187199999999,Lessors of Real Estate,,Apartments at 25 Andrew St
238-222@62j-sj2-52k,42.366784,-71.092021,Religious Organizations,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [[""10:00"", ""12:00""]] }",Hilltop Church
23c-222@62j-sj2-qcq,42.364714,-71.10764499999999,Lessors of Real Estate,,Apartments at 27 Pleasant St
23n-222@62j-sgg-j7q,42.360002,-71.10983900000001,Lessors of Real Estate,,Apartments at 110 Magazine St
23z-222@62j-sj3-9mk,42.373667,-71.10154,Health and Personal Care Stores,"{ ""Mon"": [[""8:30"", ""20:00""]], ""Tue"": [[""8:30"", ""20:00""]], ""Wed"": [[""8:30"", ""20:00""]], ""Thu"": [[""8:30"", ""20:00""]], ""Fri"": [[""8:30"", ""20:00""]], ""Sat"": [[""9:00"", ""17:30""]], ""Sun"": [[""9:00"", ""15:00""]] }",Inman Pharmacy
243-222@62j-sj2-qfz,42.363454,-71.106872,Religious Organizations,,Korean Church In Cambridge
247-222@62j-sj3-9zz,42.38,-71.094365,Special Food Services,,Forklift Catering
247-223@62j-sj2-ht9,42.37211,-71.10992900000001,Lessors of Real Estate,,Condos at 54 Ellery St
24w-222@62j-sj2-vvf,42.370988,-71.085924,Lessors of Real Estate,,Apartments at 158 Otis St
25t-222@62j-sk3-47q,42.379618,-71.12038199999999,Lessors of Real Estate,,Apartments at 1600 Massachusetts Ave
266-222@62j-sj2-7h5,42.369433,-71.093014,Lessors of Real Estate,,Apartments at 115 Webster Ave
28d-222@62j-sj2-vs5,42.371944,-71.085773,Lessors of Real Estate,,Apartments at 571 Cambridge St
293-222@62j-sjv-n3q,42.373715999999995,-71.126008,Lessors of Real Estate,,Apartments at 33 Ash St
2kz-222@62j-sj2-jjv,42.367587,-71.107704,Offices of Other Health Practitioners,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }",Thriveworks
zzw-229@62j-sj2-s5z,42.36347,-71.101229,Motion Picture and Video Industries,"{ ""Mon"": [], ""Tue"": [[""11:30"", ""17:00""]], ""Wed"": [[""11:30"", ""17:00""]], ""Thu"": [[""11:30"", ""17:00""]], ""Fri"": [[""11:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Central Square Theater
zzy-224@62j-sjv-j35,42.369707,-71.11144499999999,Lessors of Real Estate,,Apartments at 1003 Massachusetts Ave
222-222@62j-sj2-rkz,42.365912,-71.103338,Offices of Dentists,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",Prospect Dental Group
222-222@62j-sj2-v75,42.373298999999996,-71.08884599999999,Lessors of Real Estate,,Apartments at 40 Warren St
222-222@62j-sjv-9mk,42.374527,-71.12018499999999,Wired and Wireless Telecommunications Carriers,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:30"", ""19:00""]], ""Sun"": [[""9:30"", ""19:00""]] }",Community Phone
222-222@62j-sjv-cbk,42.375268,-71.114695,"Justice, Public Order, and Safety Activities","{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",Cambridge Fire Department Headquarters
22t-223@62j-sj2-sqz,42.364726,-71.105731,Lessors of Real Estate,,Apartments at 286 Franklin St
236-222@62j-sj2-hnq,42.370467,-71.104428,Restaurants and Other Eating Places,"{ ""Mon"": [[""7:00"", ""17:30""]], ""Tue"": [[""7:00"", ""17:30""]], ""Wed"": [[""7:00"", ""17:30""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }",Barismo
236-222@62j-sj2-xbk,42.371691,-71.086401,Lessors of Real Estate,,Apartments at 602 Cambridge St
23k-224@62j-sj3-b8v,42.379494,-71.095866,Activities Related to Credit Intermediation,,CFSC All Checks Cashed
23s-222@62j-sj2-h89,42.368247,-71.10435799999999,Lessors of Real Estate,,Apartments at 31 Inman St
23v-222@62j-sjv-8y9,42.371097999999996,-71.113788,Traveler Accommodation,,Hotel Veritas
244-222@62j-sjv-g6k,42.363023999999996,-71.110731,Lessors of Real Estate,,Condos at 206 River St
24b-222@62j-sjv-jgk,42.365263,-71.111079,Religious Organizations,,Abundant Life Church
24k-222@62j-sj3-94v,42.376407,-71.099405,Grocery Stores,,Friendly Market
265-222@62j-sgg-jy9,42.358796000000005,-71.110851,Religious Organizations,,Cambridgeport Baptist Church
27f-222@62j-sj2-x3q,42.372177,-71.089618,Personal Care Services,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }",Euphoria Barbershop
28d-222@62j-sj2-6hq,42.366689,-71.097826,Lessors of Real Estate,,Apartments at 150 Columbia St
zzw-222@62j-sgg-jd9,42.359848,-71.111379,Lessors of Real Estate,,The Kenwood in Cambridge
zzy-225@62j-sj2-vcq,42.374399,-71.084562,Offices of Dentists,"{ ""Mon"": [[""9:00"", ""20:30""]], ""Tue"": [[""9:00"", ""20:30""]], ""Wed"": [[""9:00"", ""20:30""]], ""Thu"": [[""9:00"", ""20:30""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [[""9:00"", ""16:00""]] }",Gentle Dental
222-222@62j-sj2-ty9,42.373787,-71.08708,Lessors of Real Estate,,Metro9
228-222@62j-sj2-t35,42.365411,-71.104776,Restaurants and Other Eating Places,,India Pavilion
229-222@62j-sj2-fcq,42.364543,-71.097116,Child Day Care Services,,Community Art Center
229-222@62j-sjv-99f,42.373506,-71.121447,Restaurants and Other Eating Places,,Alden & Harlow
