Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Station,Start Time,End Time,Duration (min),Start Battery %,End Battery %,Battery Gain %
18131,10:04:22,false,320,50000.0,2.2222222222222223,0,autonomousBike58,chargingStation[58],06:23:20,10:04:22,221.03333333333333,18.142335046836983,100.0,81.85766495316301
19368,10:45:36,false,320,50000.0,2.2222222222222223,0,autonomousBike279,chargingStation[51],07:18:52,10:45:36,206.73333333333332,23.443228503564445,100.0,76.55677149643554
20149,11:11:38,false,320,50000.0,2.2222222222222223,0,autonomousBike143,chargingStation[56],07:43:42,11:11:38,207.93333333333334,22.98913312776926,100.0,77.01086687223074
20685,11:29:30,false,320,50000.0,2.2222222222222223,0,autonomousBike166,chargingStation[14],07:58:40,11:29:30,210.83333333333334,21.918158276226595,100.0,78.0818417237734
21048,11:41:36,false,320,50000.0,2.2222222222222223,0,autonomousBike278,chargingStation[60],08:12:30,11:41:36,209.1,22.5594787382233,100.0,77.4405212617767
21150,11:45:00,false,320,50000.0,2.2222222222222223,0,autonomousBike206,chargingStation[3],08:15:02,11:45:00,209.96666666666667,22.238072731041424,100.0,77.76192726895857
21378,11:52:36,false,320,50000.0,2.2222222222222223,0,autonomousBike242,chargingStation[14],08:23:58,11:52:36,208.63333333333333,22.73892841061784,100.0,77.26107158938215
21609,12:00:18,false,320,50000.0,2.2222222222222223,0,autonomousBike187,chargingStation[29],08:24:14,12:00:18,216.06666666666666,19.977178414482793,100.0,80.0228215855172
21817,12:07:14,false,320,50000.0,2.2222222222222223,0,autonomousBike150,chargingStation[72],08:40:10,12:07:14,207.06666666666666,23.310171581897173,100.0,76.68982841810282
22075,12:15:50,false,320,50000.0,2.2222222222222223,0,autonomousBike217,chargingStation[14],08:51:34,12:15:50,204.26666666666668,24.349904227084394,100.0,75.6500957729156
22555,12:31:50,false,320,50000.0,2.2222222222222223,0,autonomousBike171,chargingStation[73],08:58:14,12:31:50,213.6,20.892779770485124,100.0,79.10722022951488
22599,12:33:18,false,320,50000.0,2.2222222222222223,0,autonomousBike262,chargingStation[62],09:03:10,12:33:18,210.13333333333333,22.180951040352095,100.0,77.8190489596479
22870,12:42:20,false,320,50000.0,2.2222222222222223,0,autonomousBike273,chargingStation[46],09:06:32,12:42:20,215.8,20.08581748099872,100.0,79.91418251900127
22955,12:45:10,false,320,50000.0,2.2222222222222223,0,autonomousBike36,chargingStation[60],09:12:20,12:45:10,212.83333333333334,21.182060374266452,100.0,78.81793962573354
23084,12:49:28,false,320,50000.0,2.2222222222222223,0,autonomousBike26,chargingStation[1],09:16:58,12:49:28,212.5,21.300778637850726,100.0,78.69922136214927
23195,12:53:10,false,320,50000.0,2.2222222222222223,0,autonomousBike290,chargingStation[40],09:22:02,12:53:10,211.13333333333333,21.8107528313852,100.0,78.1892471686148
23672,13:09:04,false,320,50000.0,2.2222222222222223,0,autonomousBike157,chargingStation[57],09:44:04,13:09:04,205.0,24.083139682660526,100.0,75.91686031733948
23997,13:19:54,false,320,50000.0,2.2222222222222223,0,autonomousBike117,chargingStation[10],09:51:10,13:19:54,208.73333333333332,22.693406946761797,100.0,77.3065930532382
24219,13:27:18,false,320,50000.0,2.2222222222222223,0,autonomousBike224,chargingStation[74],10:01:48,13:27:18,205.5,23.893789150412516,100.0,76.10621084958748
24279,13:29:18,false,320,50000.0,2.2222222222222223,0,autonomousBike301,chargingStation[45],10:05:04,13:29:18,204.23333333333332,24.360475774184458,100.0,75.63952422581555
24463,13:35:26,false,320,50000.0,2.2222222222222223,0,autonomousBike87,chargingStation[40],10:01:00,13:35:26,214.43333333333334,20.583940755552756,100.0,79.41605924444724
24579,13:39:18,false,320,50000.0,2.2222222222222223,0,autonomousBike285,chargingStation[44],10:12:12,13:39:18,207.1,23.30778418111543,100.0,76.69221581888456
24637,13:41:14,false,320,50000.0,2.2222222222222223,0,autonomousBike231,chargingStation[57],10:03:58,13:41:14,217.26666666666668,19.53305171388519,100.0,80.46694828611481
24703,13:43:26,false,320,50000.0,2.2222222222222223,0,autonomousBike73,chargingStation[66],10:11:26,13:43:26,212.0,21.487092632282913,100.0,78.5129073677171
24756,13:45:12,false,320,50000.0,2.2222222222222223,0,autonomousBike195,chargingStation[34],10:11:26,13:45:12,213.76666666666668,20.830648738324403,100.0,79.16935126167559
24831,13:47:42,false,320,50000.0,2.2222222222222223,0,autonomousBike154,chargingStation[60],10:17:22,13:47:42,210.33333333333334,22.099562017074646,100.0,77.90043798292537
24865,13:48:50,false,320,50000.0,2.2222222222222223,0,autonomousBike39,chargingStation[41],10:20:14,13:48:50,208.6,22.752015072450817,100.0,77.24798492754918
24936,13:51:12,false,320,50000.0,2.2222222222222223,0,autonomousBike110,chargingStation[44],10:20:42,13:51:12,210.5,22.037451767098293,100.0,77.96254823290171
25314,14:03:48,false,320,50000.0,2.2222222222222223,0,autonomousBike44,chargingStation[40],10:33:14,14:03:48,210.56666666666666,22.02172225757991,100.0,77.97827774242009
25683,14:16:06,false,320,50000.0,2.2222222222222223,0,autonomousBike267,chargingStation[2],10:25:30,14:16:06,230.6,14.593626348201056,100.0,85.40637365179894
25711,14:17:02,false,320,50000.0,2.2222222222222223,0,autonomousBike294,chargingStation[60],10:44:10,14:17:02,212.86666666666667,21.161003630740908,100.0,78.83899636925909
26234,14:34:28,false,320,50000.0,2.2222222222222223,0,autonomousBike124,chargingStation[58],10:59:06,14:34:28,215.36666666666667,20.24497510537345,100.0,79.75502489462654
26353,14:38:26,false,320,50000.0,2.2222222222222223,0,autonomousBike284,chargingStation[60],11:02:30,14:38:26,215.93333333333334,20.030104267731094,100.0,79.96989573226891
26897,14:56:34,false,320,50000.0,2.2222222222222223,0,autonomousBike163,chargingStation[60],11:25:54,14:56:34,210.66666666666666,21.9874673420463,100.0,78.0125326579537
26911,14:57:02,false,320,50000.0,2.2222222222222223,0,autonomousBike247,chargingStation[2],11:28:26,14:57:02,208.6,22.74621011199032,100.0,77.25378988800968
27004,15:00:08,false,320,50000.0,2.2222222222222223,0,autonomousBike239,chargingStation[29],11:28:36,15:00:08,211.53333333333333,21.666256050524886,100.0,78.33374394947512
27235,15:07:50,false,320,50000.0,2.2222222222222223,0,autonomousBike79,chargingStation[45],11:42:54,15:07:50,204.93333333333334,24.10880357281581,100.0,75.89119642718418
27345,15:11:30,false,320,50000.0,2.2222222222222223,0,autonomousBike170,chargingStation[45],11:44:48,15:11:30,206.7,23.453659504859257,100.0,76.54634049514074
27413,15:13:46,false,320,50000.0,2.2222222222222223,0,autonomousBike64,chargingStation[10],11:45:26,15:13:46,208.33333333333334,22.840075648702925,100.0,77.15992435129706
27518,15:17:16,false,320,50000.0,2.2222222222222223,0,autonomousBike237,chargingStation[49],11:43:22,15:17:16,213.9,20.78764324567667,100.0,79.21235675432332
27520,15:17:20,false,320,50000.0,2.2222222222222223,0,autonomousBike184,chargingStation[32],11:47:02,15:17:20,210.3,22.11287674867864,100.0,77.88712325132137
27598,15:19:56,false,320,50000.0,2.2222222222222223,0,autonomousBike38,chargingStation[10],11:52:44,15:19:56,207.2,23.270995042861074,100.0,76.72900495713893
27614,15:20:28,false,320,50000.0,2.2222222222222223,0,autonomousBike183,chargingStation[45],11:48:04,15:20:28,212.4,21.336242589378625,100.0,78.66375741062137
27622,15:20:44,false,320,50000.0,2.2222222222222223,0,autonomousBike60,chargingStation[1],11:44:24,15:20:44,216.33333333333334,19.879315504789812,100.0,80.12068449521018
27867,15:28:54,false,320,50000.0,2.2222222222222223,0,autonomousBike177,chargingStation[18],11:49:54,15:28:54,219.0,18.893054254514208,100.0,81.10694574548579
27957,15:31:54,false,320,50000.0,2.2222222222222223,0,autonomousBike101,chargingStation[67],12:03:16,15:31:54,208.63333333333333,22.73824592045843,100.0,77.26175407954156
27980,15:32:40,false,320,50000.0,2.2222222222222223,0,autonomousBike138,chargingStation[16],11:57:50,15:32:40,214.83333333333334,20.436280993878995,100.0,79.56371900612102
28022,15:34:04,false,320,50000.0,2.2222222222222223,0,autonomousBike92,chargingStation[34],12:03:02,15:34:04,211.03333333333333,21.846088137577848,100.0,78.15391186242215
28071,15:35:42,false,320,50000.0,2.2222222222222223,0,autonomousBike300,chargingStation[51],12:11:10,15:35:42,204.53333333333333,24.254077083105045,100.0,75.74592291689495
28072,15:35:44,false,320,50000.0,2.2222222222222223,0,autonomousBike88,chargingStation[46],12:01:10,15:35:44,214.56666666666666,20.53828166646197,100.0,79.46171833353804
28140,15:38:00,false,320,50000.0,2.2222222222222223,0,autonomousBike136,chargingStation[32],12:05:48,15:38:00,212.2,21.415713925647374,100.0,78.58428607435263
28178,15:39:16,false,320,50000.0,2.2222222222222223,0,autonomousBike313,chargingStation[1],11:35:12,15:39:16,244.06666666666666,9.615929099463862,100.0,90.38407090053614
28219,15:40:38,false,320,50000.0,2.2222222222222223,0,autonomousBike196,chargingStation[3],12:15:42,15:40:38,204.93333333333334,24.099221502567794,100.0,75.90077849743221
28281,15:42:42,false,320,50000.0,2.2222222222222223,0,autonomousBike202,chargingStation[47],12:06:18,15:42:42,216.4,19.86374817761087,100.0,80.13625182238914
28320,15:44:00,false,320,50000.0,2.2222222222222223,0,autonomousBike223,chargingStation[38],12:08:08,15:44:00,215.86666666666667,20.051802884911307,100.0,79.94819711508869
28372,15:45:44,false,320,50000.0,2.2222222222222223,0,autonomousBike316,chargingStation[41],12:13:46,15:45:44,211.96666666666667,21.499688884305428,100.0,78.50031111569457
28387,15:46:14,false,320,50000.0,2.2222222222222223,0,autonomousBike63,chargingStation[10],12:13:52,15:46:14,212.36666666666667,21.354001673657415,100.0,78.64599832634258
28410,15:47:00,false,320,50000.0,2.2222222222222223,0,autonomousBike2,chargingStation[46],12:16:28,15:47:00,210.53333333333333,22.033291316293152,100.0,77.96670868370686
28557,15:51:54,false,320,50000.0,2.2222222222222223,0,autonomousBike178,chargingStation[5],12:23:42,15:51:54,208.2,22.89950825393153,100.0,77.10049174606847
28623,15:54:06,false,320,50000.0,2.2222222222222223,0,autonomousBike123,chargingStation[63],12:29:08,15:54:06,204.96666666666667,24.08687982395136,100.0,75.91312017604864
28734,15:57:48,false,320,50000.0,2.2222222222222223,0,autonomousBike216,chargingStation[43],12:34:12,15:57:48,203.6,24.596462942801455,100.0,75.40353705719855
28777,15:59:14,false,320,50000.0,2.2222222222222223,0,autonomousBike295,chargingStation[14],12:32:50,15:59:14,206.4,23.56344123757443,100.0,76.43655876242556
28863,16:02:06,false,320,50000.0,2.2222222222222223,0,autonomousBike205,chargingStation[74],12:36:06,16:02:06,206.0,23.71090455202116,100.0,76.28909544797885
28881,16:02:42,false,320,50000.0,2.2222222222222223,0,autonomousBike213,chargingStation[67],12:23:12,16:02:42,219.5,18.70841818989616,100.0,81.29158181010384
28962,16:05:24,false,320,50000.0,2.2222222222222223,0,autonomousBike35,chargingStation[45],12:40:50,16:05:24,204.56666666666666,24.239313846255012,100.0,75.76068615374498
28987,16:06:14,false,320,50000.0,2.2222222222222223,0,autonomousBike77,chargingStation[32],12:29:24,16:06:14,216.83333333333334,19.697580794918355,100.0,80.30241920508165
28999,16:06:38,false,320,50000.0,2.2222222222222223,0,autonomousBike104,chargingStation[31],12:35:20,16:06:38,211.3,21.751323297616132,100.0,78.24867670238388
29088,16:09:36,false,320,50000.0,2.2222222222222223,0,autonomousBike19,chargingStation[14],12:39:30,16:09:36,210.1,22.189176083346474,100.0,77.81082391665352
29136,16:11:12,false,320,50000.0,2.2222222222222223,0,autonomousBike62,chargingStation[21],12:39:10,16:11:12,212.03333333333333,21.480317615861853,100.0,78.51968238413815
29145,16:11:30,false,320,50000.0,2.2222222222222223,0,autonomousBike95,chargingStation[14],12:34:10,16:11:30,217.33333333333334,19.518279940918774,100.0,80.48172005908123
29156,16:11:52,false,320,50000.0,2.2222222222222223,0,autonomousBike97,chargingStation[32],12:46:10,16:11:52,205.7,23.81881049838913,100.0,76.18118950161087
29192,16:13:04,false,320,50000.0,2.2222222222222223,0,autonomousBike84,chargingStation[56],12:47:38,16:13:04,205.43333333333334,23.924373166804624,100.0,76.07562683319537
29276,16:15:52,false,320,50000.0,2.2222222222222223,0,autonomousBike250,chargingStation[68],12:42:52,16:15:52,213.0,21.111230805915035,100.0,78.88876919408496
29325,16:17:30,false,320,50000.0,2.2222222222222223,0,autonomousBike218,chargingStation[10],12:51:56,16:17:30,205.56666666666666,23.876245038860876,100.0,76.12375496113911
29328,16:17:36,false,320,50000.0,2.2222222222222223,0,autonomousBike317,chargingStation[58],12:31:06,16:17:36,226.5,16.11959118648202,100.0,83.88040881351799
29376,16:19:12,false,320,50000.0,2.2222222222222223,0,autonomousBike174,chargingStation[60],12:51:56,16:19:12,207.26666666666668,23.238905898511007,100.0,76.76109410148901
29704,16:30:08,false,320,50000.0,2.2222222222222223,0,autonomousBike69,chargingStation[3],13:01:48,16:30:08,208.33333333333334,22.841813832588475,100.0,77.15818616741153
29898,16:36:36,false,320,50000.0,2.2222222222222223,0,autonomousBike228,chargingStation[29],13:03:32,16:36:36,213.06666666666666,21.091278636446926,100.0,78.90872136355308
29951,16:38:22,false,320,50000.0,2.2222222222222223,0,autonomousBike148,chargingStation[19],13:02:52,16:38:22,215.5,20.187388096925048,100.0,79.81261190307495
30249,16:48:18,false,320,50000.0,2.2222222222222223,0,autonomousBike244,chargingStation[21],13:03:40,16:48:18,224.63333333333333,16.803034862752213,100.0,83.19696513724779
30273,16:49:06,false,320,50000.0,2.2222222222222223,0,autonomousBike241,chargingStation[12],13:21:50,16:49:06,207.26666666666668,23.243738454613332,100.0,76.75626154538666
30294,16:49:48,false,320,50000.0,2.2222222222222223,0,autonomousBike165,chargingStation[36],13:21:04,16:49:48,208.73333333333332,22.697062120667212,100.0,77.30293787933279
30315,16:50:30,false,320,50000.0,2.2222222222222223,0,autonomousBike22,chargingStation[46],13:15:14,16:50:30,215.26666666666668,20.282370485093594,100.0,79.7176295149064
30327,16:50:54,false,320,50000.0,2.2222222222222223,0,autonomousBike308,chargingStation[14],13:20:20,16:50:54,210.56666666666666,22.021011510801543,100.0,77.97898848919846
30602,17:00:04,false,320,50000.0,2.2222222222222223,0,autonomousBike299,chargingStation[29],13:32:48,17:00:04,207.26666666666668,23.238687083809975,100.0,76.76131291619002
30693,17:03:06,false,320,50000.0,2.2222222222222223,0,autonomousBike28,chargingStation[33],13:37:28,17:03:06,205.63333333333333,23.851334177908353,100.0,76.14866582209164
30765,17:05:30,false,320,50000.0,2.2222222222222223,0,autonomousBike288,chargingStation[3],13:30:42,17:05:30,214.8,20.444554660934113,100.0,79.55544533906588
30853,17:08:26,false,320,50000.0,2.2222222222222223,0,autonomousBike172,chargingStation[41],13:26:08,17:08:26,222.3,17.669184372784414,100.0,82.33081562721559
31037,17:14:34,false,320,50000.0,2.2222222222222223,0,autonomousBike72,chargingStation[63],13:44:38,17:14:34,209.93333333333334,22.255446880321315,100.0,77.7445531196787
31083,17:16:06,false,320,50000.0,2.2222222222222223,0,autonomousBike129,chargingStation[46],13:48:40,17:16:06,207.43333333333334,23.172861913081242,100.0,76.82713808691875
31142,17:18:04,false,320,50000.0,2.2222222222222223,0,autonomousBike145,chargingStation[17],13:41:14,17:18:04,216.83333333333334,19.69803328143246,100.0,80.30196671856753
31204,17:20:08,false,320,50000.0,2.2222222222222223,0,autonomousBike94,chargingStation[60],13:49:00,17:20:08,211.13333333333333,21.80938575108614,100.0,78.19061424891386
