Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Station,Start Time,End Time,Duration (min),Start Battery %,End Battery %,Battery Gain %
17528,09:44:16,false,200,65000.0,2.2222222222222223,0,autonomousBike88,chargingStation[3],06:18:58,09:44:16,205.3,23.963743713039122,100.0,76.03625628696088
19575,10:52:30,false,200,65000.0,2.2222222222222223,0,autonomousBike159,chargingStation[71],07:18:32,10:52:30,213.96666666666667,20.75556550821152,100.0,79.24443449178848
19590,10:53:00,false,200,65000.0,2.2222222222222223,0,autonomousBike48,chargingStation[32],07:28:24,10:53:00,204.6,24.225728047161045,100.0,75.77427195283896
19742,10:58:04,false,200,65000.0,2.2222222222222223,0,autonomousBike139,chargingStation[52],07:31:24,10:58:04,206.66666666666666,23.466396445894855,100.0,76.53360355410514
19799,10:59:58,false,200,65000.0,2.2222222222222223,0,autonomousBike168,chargingStation[52],07:32:02,10:59:58,207.93333333333334,22.99776181508256,100.0,77.00223818491745
20086,11:09:32,false,200,65000.0,2.2222222222222223,0,autonomousBike98,chargingStation[14],07:39:52,11:09:32,209.66666666666666,22.353640425540153,100.0,77.64635957445985
20374,11:19:08,false,200,65000.0,2.2222222222222223,0,autonomousBike177,chargingStation[60],07:46:50,11:19:08,212.3,21.372224981376544,100.0,78.62777501862345
20659,11:28:38,false,200,65000.0,2.2222222222222223,0,autonomousBike117,chargingStation[12],07:59:44,11:28:38,208.9,22.633815143521005,100.0,77.366184856479
20857,11:35:14,false,200,65000.0,2.2222222222222223,0,autonomousBike22,chargingStation[13],08:02:46,11:35:14,212.46666666666667,21.31024547477023,100.0,78.68975452522977
21701,12:03:22,false,200,65000.0,2.2222222222222223,0,autonomousBike20,chargingStation[10],08:37:52,12:03:22,205.5,23.896790600375176,100.0,76.10320939962483
22042,12:14:44,false,200,65000.0,2.2222222222222223,0,autonomousBike178,chargingStation[16],08:49:04,12:14:44,205.66666666666666,23.828573768058583,100.0,76.17142623194142
22135,12:17:50,false,200,65000.0,2.2222222222222223,0,autonomousBike65,chargingStation[61],08:54:04,12:17:50,203.76666666666668,24.531455654069788,100.0,75.46854434593021
23099,12:49:58,false,200,65000.0,2.2222222222222223,0,autonomousBike78,chargingStation[57],09:16:14,12:49:58,213.73333333333332,20.848335674761646,100.0,79.15166432523836
23137,12:51:14,false,200,65000.0,2.2222222222222223,0,autonomousBike171,chargingStation[25],09:17:36,12:51:14,213.63333333333333,20.888456764253394,100.0,79.11154323574661
